,RaceDesc,Initial_Load,id,OverallJobAccess,lowwagelaborforce,Access30Transit,Access30Transit_ts,MSA,spatialmismatch,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,OverallJobAccess_quantileNum_10q,lowwagelaborforce_quantileNum_10q,Access30Transit_quantileNum_10q,Access30Transit_ts_quantileNum_10q,spatialmismatch_quantileNum_10q,SAP,Agency,Language,Age_bin,count_enroll
21520,3,0,241370,2.065218210220337,439,0.8141922950744629,0.4434450268745422,Seattle,0.0583983585238456,3,2,3,3,1,8,6,8,8,2,0,0,2,1,1
21521,0,0,236176,2.065218210220337,439,0.8141922950744629,0.4434450268745422,Seattle,0.0583983585238456,3,2,3,3,1,8,6,8,8,2,0,0,0,4,1
21596,3,0,8336,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,2,2,2
21600,3,0,60028,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,2,2,2
21602,3,0,58302,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,0,3,2
21626,3,0,245690,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,2,2,1
21628,4,0,249896,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,0,1,1
21654,0,1,240332,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,1,2,0,2,1
21655,1,1,243880,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,1,0,0,1,1
21656,3,0,243870,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,2,4,1
21658,3,0,235646,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,2,3,1
21691,4,0,87792,0.674406111240387,417,0.117948867380619,0.1449620127677917,Seattle,0.1047093123197555,0,2,2,2,3,1,5,5,6,7,0,0,0,3,1
21783,2,0,235680,2.078775644302368,308,0.5304103493690491,0.209958478808403,Seattle,0.0406174696981906,3,1,3,2,0,8,2,7,7,1,0,0,0,0,1
21784,2,0,236984,2.078775644302368,308,0.5304103493690491,0.209958478808403,Seattle,0.0406174696981906,3,1,3,2,0,8,2,7,7,1,0,0,0,0,1
21785,3,0,236948,2.078775644302368,308,0.5304103493690491,0.209958478808403,Seattle,0.0406174696981906,3,1,3,2,0,8,2,7,7,1,0,0,2,0,1
21805,1,0,51888,1.2531508207321167,372,0.0074483058415353,0.0074483058415353,Seattle,0.0751320496201515,1,1,0,0,1,4,4,1,2,4,0,4,0,1,2
21806,0,0,173578,1.2531508207321167,372,0.0074483058415353,0.0074483058415353,Seattle,0.0751320496201515,1,1,0,0,1,4,4,1,2,4,0,0,0,0,2
21832,0,0,236100,1.2531508207321167,372,0.0074483058415353,0.0074483058415353,Seattle,0.0751320496201515,1,1,0,0,1,4,4,1,2,4,0,4,0,3,1
21864,0,0,132148,1.4616453647613523,121,0.8556411266326904,0.4470545947551727,Seattle,0.0222963504493236,2,0,3,3,0,5,0,8,8,0,0,4,0,1,2
21865,0,0,132844,1.4616453647613523,121,0.8556411266326904,0.4470545947551727,Seattle,0.0222963504493236,2,0,3,3,0,5,0,8,8,0,0,0,0,1,2
21942,2,0,241042,1.4616453647613523,121,0.8556411266326904,0.4470545947551727,Seattle,0.0222963504493236,2,0,3,3,0,5,0,8,8,0,0,0,5,4,1
22128,0,0,84256,1.4616453647613523,121,0.8556411266326904,0.4470545947551727,Seattle,0.0222963504493236,2,0,3,3,0,5,0,8,8,0,0,4,0,0,1
22129,1,0,84098,1.4616453647613523,121,0.8556411266326904,0.4470545947551727,Seattle,0.0222963504493236,2,0,3,3,0,5,0,8,8,0,0,0,0,4,1
22210,4,0,74648,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,4,0,1,2
22221,0,0,229930,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,0,0,4,2
22228,0,0,164842,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,4,0,1,2
22244,0,0,249066,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,0,0,1,1
22245,1,0,244522,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,1,0,3,1
22246,0,0,244658,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,1,0,3,1
22247,0,1,244012,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,1,0,0,2,1
22248,0,0,245192,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,1,0,4,1
22249,0,1,249710,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,1,2,0,5,1
22273,1,1,238680,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,1,2,0,3,1
22274,1,0,237006,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,1,0,3,1
22275,0,0,237014,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,0,1,0,4,1
22276,1,1,236932,0.7968164086341858,702,0.4566610753536224,0.3751862347126007,Seattle,0.1689778864383697,0,3,3,3,3,2,8,7,7,9,1,2,0,4,1
22335,3,1,37572,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,1,3,0,3,4
22349,1,0,130658,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,5,1,3
22354,3,1,117970,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,1,3,0,2,3
22355,0,0,118562,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,3,0,2,3
22356,1,0,68568,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,0,0,2
22358,0,0,67396,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,0,2,2
22376,1,1,235272,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,1,3,0,0,2
22377,7,0,237440,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,1,0,2,2
22386,3,0,163094,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,5,2,2,2
22395,0,0,164840,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,0,4,2
22520,0,0,244802,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,1,0,2,1
22521,3,0,245570,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,0,2,1
22522,0,0,245520,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,3,0,2,1
22525,1,1,249878,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,1,3,0,2,1
22592,4,0,239912,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,0,0,1
22593,0,0,237596,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,1,0,0,1
22594,0,0,238726,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,1,0,4,1
22595,5,0,242920,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,4,0,2,1
22596,1,1,243680,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,1,3,0,3,1
22597,1,0,241572,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,1,0,0,1
22608,3,0,235386,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,3,0,4,1
22609,3,0,235490,1.460621356964111,543,0.03491822630167,0.0044114859774708,Seattle,0.1001043692231178,2,3,1,0,3,5,7,2,1,7,0,0,2,2,1
22783,1,1,244602,0.5223972797393799,491,0.0377773642539978,0.0378675460815429,Seattle,0.1296272277832031,0,2,1,1,3,0,7,2,3,8,1,2,0,5,1
22792,1,0,238046,0.5223972797393799,491,0.0377773642539978,0.0378675460815429,Seattle,0.1296272277832031,0,2,1,1,3,0,7,2,3,8,0,1,0,4,1
22793,1,0,237162,0.5223972797393799,491,0.0377773642539978,0.0378675460815429,Seattle,0.1296272277832031,0,2,1,1,3,0,7,2,3,8,0,1,0,1,1
22794,1,0,237160,0.5223972797393799,491,0.0377773642539978,0.0378675460815429,Seattle,0.1296272277832031,0,2,1,1,3,0,7,2,3,8,0,1,0,5,1
22809,3,2,30946,0.5223972797393799,491,0.0377773642539978,0.0378675460815429,Seattle,0.1296272277832031,0,2,1,1,3,0,7,2,3,8,0,0,0,4,1
22845,2,0,157846,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,3
22846,1,0,146260,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,1,0,0,2
22849,1,1,74498,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,0,0,0,2
22853,3,1,154100,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,0,2
22860,0,1,92422,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,4,2
22870,3,1,117650,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,1,2
22878,2,0,210784,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,2
22879,3,0,123624,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,1,0,1,2
22881,0,1,236134,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,0,2
22889,1,0,163022,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,2
22902,0,0,173416,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,2,2
22907,2,0,59238,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,2,2
22958,5,0,244546,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,1,0,0,1
22959,3,0,244020,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1
22960,3,1,244934,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,4,0,0,1
22961,3,1,244922,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,4,0,0,1
22962,5,0,245076,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
22963,2,0,245092,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
22990,0,0,239120,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1
22991,4,0,240266,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1
22992,1,0,239932,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
22993,3,0,239952,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,4,0,0,1
22994,0,1,237318,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,2,1
22995,0,0,237530,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,1,0,4,1
22996,0,1,238670,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,0,1
22997,1,1,243118,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,1,2,0,4,1
22998,2,0,243238,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
22999,4,0,243378,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,4,0,3,1
23005,0,0,236248,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
23006,0,0,236276,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,4,0,1,1
23007,4,0,236272,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
23008,4,0,235734,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
23009,2,0,235930,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
23010,0,0,237224,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,1,0,4,1
23013,7,0,235298,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1
23014,2,0,235362,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1
23015,2,0,235498,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1
23016,4,0,235482,1.3189802169799805,365,0.6642148494720459,0.2943997383117676,Seattle,0.0716783925890922,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1
23154,2,0,146738,0.9339137077331544,377,0.0276702437549829,0.0277978554368019,Seattle,0.0863594338297844,1,1,0,1,2,3,4,2,3,6,0,0,5,1,2
23157,1,0,162808,0.9339137077331544,377,0.0276702437549829,0.0277978554368019,Seattle,0.0863594338297844,1,1,0,1,2,3,4,2,3,6,0,1,0,4,2
23164,1,0,246698,0.9339137077331544,377,0.0276702437549829,0.0277978554368019,Seattle,0.0863594338297844,1,1,0,1,2,3,4,2,3,6,0,0,0,2,1
23168,0,1,242340,0.9339137077331544,377,0.0276702437549829,0.0277978554368019,Seattle,0.0863594338297844,1,1,0,1,2,3,4,2,3,6,1,2,0,3,1
23183,3,0,163954,1.4877978563308716,354,0.1520819813013076,0.1326190084218979,Seattle,0.0644446611404419,2,1,2,2,1,6,3,6,6,3,0,0,0,2,2
23191,0,0,241834,1.4877978563308716,354,0.1520819813013076,0.1326190084218979,Seattle,0.0644446611404419,2,1,2,2,1,6,3,6,6,3,0,4,0,2,1
23193,0,0,235772,1.4877978563308716,354,0.1520819813013076,0.1326190084218979,Seattle,0.0644446611404419,2,1,2,2,1,6,3,6,6,3,0,0,0,0,1
23208,2,2,124444,0.7298584580421448,235,0.0819361582398414,0.08852419257164,Seattle,0.0579025335609912,0,0,1,2,1,2,0,4,5,2,0,0,1,4,2
23228,7,1,95750,1.6577653884887695,353,0.0809349566698074,0.0674119442701339,Seattle,0.0591689273715019,2,1,1,2,1,6,3,4,5,2,1,2,0,1,3
23230,2,0,101916,1.6577653884887695,353,0.0809349566698074,0.0674119442701339,Seattle,0.0591689273715019,2,1,1,2,1,6,3,4,5,2,0,0,0,2,2
23248,0,0,246476,1.6577653884887695,353,0.0809349566698074,0.0674119442701339,Seattle,0.0591689273715019,2,1,1,2,1,6,3,4,5,2,0,1,0,3,1
23249,0,0,249210,1.6577653884887695,353,0.0809349566698074,0.0674119442701339,Seattle,0.0591689273715019,2,1,1,2,1,6,3,4,5,2,0,1,0,0,1
23258,3,0,241430,1.6577653884887695,353,0.0809349566698074,0.0674119442701339,Seattle,0.0591689273715019,2,1,1,2,1,6,3,4,5,2,0,4,0,0,1
23285,1,0,61592,1.6577653884887695,353,0.0809349566698074,0.0674119442701339,Seattle,0.0591689273715019,2,1,1,2,1,6,3,4,5,2,0,1,0,4,1
23303,0,0,38264,1.5784025192260742,327,0.6806720495223999,0.4036846160888672,Seattle,0.0570140890777111,2,1,3,3,1,6,3,7,8,2,0,0,0,4,3
23315,4,0,245064,1.5784025192260742,327,0.6806720495223999,0.4036846160888672,Seattle,0.0570140890777111,2,1,3,3,1,6,3,7,8,2,0,0,0,0,1
23318,0,0,249644,1.5784025192260742,327,0.6806720495223999,0.4036846160888672,Seattle,0.0570140890777111,2,1,3,3,1,6,3,7,8,2,0,0,0,1,1
23362,0,0,158634,0.752526044845581,371,0.0551998540759086,0.0574572496116161,Seattle,0.090698130428791,0,1,1,1,2,2,4,3,4,6,0,4,0,3,2
23382,3,0,248730,0.752526044845581,371,0.0551998540759086,0.0574572496116161,Seattle,0.090698130428791,0,1,1,1,2,2,4,3,4,6,0,0,2,2,1
23393,0,2,235418,0.752526044845581,371,0.0551998540759086,0.0574572496116161,Seattle,0.090698130428791,0,1,1,1,2,2,4,3,4,6,0,0,0,0,1
23480,1,0,246548,1.2630327939987185,423,0.1478903293609619,0.1082035079598426,Seattle,0.0850775390863418,2,2,2,2,2,5,5,6,6,6,0,4,0,3,1
23481,1,0,244306,1.2630327939987185,423,0.1478903293609619,0.1082035079598426,Seattle,0.0850775390863418,2,2,2,2,2,5,5,6,6,6,0,0,0,4,1
23524,1,0,69432,1.2630327939987185,423,0.1478903293609619,0.1082035079598426,Seattle,0.0850775390863418,2,2,2,2,2,5,5,6,6,6,0,0,0,1,1
23563,3,0,94354,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,3,3
23564,3,0,94256,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,2,3
23570,2,0,163332,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,1,4,3
23577,3,0,9340,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,3,3
23579,2,0,76096,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,0,3,3
23590,2,0,152144,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,1,3,2
23596,3,2,125002,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,1,2
23598,2,0,127614,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,0,1,2
23604,1,0,106270,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,4,0,2,2
23608,3,0,140860,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,3,2
23614,3,0,51518,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,2,2
23616,3,2,57040,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,2,2
23617,3,0,57198,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,4,2,3,2
23618,3,0,54888,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,4,2,2,2
23620,3,0,170436,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,2,2
23627,3,0,47596,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,3,2
23632,3,0,59078,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,0,2,2
23663,0,0,245680,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,1,0,1,1
23664,2,0,244436,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,1,0,4,1
23665,3,0,245614,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,4,2,0,1
23666,3,0,244858,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,3,1
23696,3,0,240530,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,0,1
23697,2,0,240638,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,1,1,1
23698,2,0,243064,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,1,4,1
23699,0,0,243924,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,0,1,1
23706,3,0,235946,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,0,2,1,1
23707,3,0,235832,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,4,2,1,1
23708,1,1,236610,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,1,2,0,3,1
23768,3,2,70434,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,5,2,2,1
23779,3,0,50690,2.5970516204833984,423,0.4361107945442199,0.2729604840278625,Seattle,0.0371710769832134,3,2,2,3,0,9,5,7,7,0,0,1,0,5,1
23826,1,1,30274,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,1,2,5,2,4
23839,0,0,135122,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,0,3,0,4,3
23842,5,0,113782,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,0,0,0,1,3
23862,7,1,23554,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,1,2,0,1,3
23865,0,1,99490,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,1,0,0,3,3
23883,0,0,76632,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,0,0,0,2,2
23901,5,0,71756,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,0,1,0,2,2
23908,3,1,245182,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,1,2,2,2,2
23915,7,1,93522,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,1,2,0,1,2
23919,1,0,94638,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,0,0,0,4,2
23935,0,1,190914,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,1,0,0,2,2
23937,1,0,209952,1.8467695713043213,641,1.358708381652832,0.7392233610153198,Seattle,0.0971573293209075,3,3,3,3,2,7,8,9,9,7,0,0,0,1,2
