week,Community Transit,Everett Transit,King County Metro,Kitsap Transit,Pierce Transit,Sound Transit,card_id
2022-01-30,,,5.0,,,2.0,259560-1
2022-02-06,,,3.0,,,4.0,259560-1
2022-02-13,,,,,,2.0,259560-1
2022-02-20,,,2.0,,,2.0,259560-1
2022-02-27,,,6.0,,,3.0,259560-1
2022-03-06,,,4.0,,,2.0,259560-1
2021-11-07,,,2.0,,,,96142-3
2021-11-14,,,4.0,,,3.0,96142-3
2021-11-21,,,4.0,,,5.0,96142-3
2021-11-28,,,1.0,,,5.0,96142-3
2021-12-05,,,3.0,,,6.0,96142-3
2021-12-12,,,3.0,,,2.0,96142-3
2021-12-19,,,2.0,,,6.0,96142-3
2022-01-02,,,1.0,,,1.0,96142-3
2022-01-09,,,1.0,,,1.0,96142-3
2022-01-16,,,1.0,,,1.0,96142-3
2022-01-23,,,1.0,,,2.0,96142-3
2021-11-07,,,21.0,,,3.0,146464-2
2021-11-14,,,25.0,,,5.0,146464-2
2021-11-21,,,22.0,,,8.0,146464-2
2021-11-28,,,14.0,,,2.0,146464-2
2021-12-05,,,23.0,,,2.0,146464-2
2021-12-12,,,25.0,,,3.0,146464-2
2021-12-19,,,11.0,,,,146464-2
2021-12-26,,,11.0,,,,146464-2
2022-01-02,,,5.0,,,1.0,146464-2
2022-01-09,,,15.0,,,4.0,146464-2
2022-01-16,,,20.0,,,5.0,146464-2
2022-01-23,,,19.0,,,3.0,146464-2
2022-01-30,,,16.0,,,5.0,146464-2
2022-03-06,,,4.0,,,,146464-2
2021-11-07,,,1.0,,,,259944-1
2021-11-14,,,6.0,,,,259944-1
2021-11-21,,,4.0,,,7.0,259944-1
2021-11-28,,,6.0,,,6.0,259944-1
2021-12-05,,,10.0,,,6.0,259944-1
2021-12-12,,,6.0,,,7.0,259944-1
2021-12-19,,,3.0,,,4.0,259944-1
2021-12-26,,,5.0,,,3.0,259944-1
2022-01-02,,,7.0,,,6.0,259944-1
2022-01-16,,,3.0,,,1.0,259944-1
2022-01-23,,,2.0,,,2.0,259944-1
2022-01-30,,,3.0,,,1.0,259944-1
2022-02-06,,,3.0,,,5.0,259944-1
2022-02-13,,,3.0,,,3.0,259944-1
2022-02-20,,,6.0,,,2.0,259944-1
2022-02-27,,,6.0,,,1.0,259944-1
2022-03-06,,,4.0,,,1.0,259944-1
2021-11-21,,,,,,1.0,197298-3
2022-01-16,,,1.0,,,1.0,197298-3
2022-02-13,,,,,,1.0,197298-3
2021-11-07,,,,,,8.0,259946-1
2021-11-14,,,,,,6.0,259946-1
2021-11-21,,,,,,8.0,259946-1
2021-12-05,,,,,,8.0,259946-1
2021-12-12,,,,,,8.0,259946-1
2021-12-19,,,,,,6.0,259946-1
2022-01-09,,,,,,8.0,259946-1
2022-01-16,,,,,,8.0,259946-1
2022-01-23,,,,,,7.0,259946-1
2022-01-30,,,,,,8.0,259946-1
2022-02-06,,,,,,6.0,259946-1
2022-02-13,,,,,,6.0,259946-1
2022-02-20,,,,,,8.0,259946-1
2022-02-27,,,,,,8.0,259946-1
2022-03-06,,,,,,7.0,259946-1
2021-11-07,,,7.0,,,,259948-1
2021-11-14,,,6.0,,,,259948-1
2021-11-21,,,8.0,,,,259948-1
2021-11-28,,,6.0,,,,259948-1
2021-12-05,,,10.0,,,1.0,259948-1
2021-12-12,,,4.0,,,,259948-1
2021-12-19,,,4.0,,,,259948-1
2021-12-26,,,4.0,,,,259948-1
2022-01-02,,,8.0,,,,259948-1
2022-01-09,,,9.0,,,1.0,259948-1
2022-01-16,,,9.0,,,1.0,259948-1
2022-01-23,,,5.0,,,1.0,259948-1
2022-01-30,,,7.0,,,2.0,259948-1
2022-02-06,,,9.0,,,8.0,259948-1
2022-02-13,,,15.0,,,7.0,259948-1
2022-02-20,,,5.0,,,2.0,259948-1
2022-02-27,,,14.0,,,3.0,259948-1
2022-03-06,,,15.0,,,4.0,259948-1
2021-11-07,,,2.0,,,,259950-1
2021-11-14,,,3.0,,,,259950-1
2021-11-21,,,3.0,,,,259950-1
2021-11-28,,,4.0,,,,259950-1
2021-12-05,,,4.0,,,,259950-1
2021-12-12,,,3.0,,,,259950-1
2021-12-19,,,4.0,,,,259950-1
2021-12-26,,,3.0,,,,259950-1
2022-01-09,,,2.0,,,,259950-1
2022-01-30,,,1.0,,,1.0,259950-1
2022-02-06,,,2.0,,,,259950-1
2022-02-13,,,2.0,,,,259950-1
2022-02-27,,,3.0,,,,259950-1
2021-11-07,,,15.0,,,,259952-1
2021-11-14,,,6.0,,,,259952-1
2021-12-05,,,,3.0,,,106492-3
2021-12-12,,,,7.0,,,106492-3
2021-12-19,,,,6.0,,,106492-3
2021-12-26,,,,6.0,,,106492-3
2022-01-09,,,,8.0,,,106492-3
2022-01-16,,,,4.0,,,106492-3
2022-01-23,,,,8.0,,,106492-3
2022-01-30,,,,10.0,,,106492-3
2022-02-06,,,,10.0,,,106492-3
2022-02-13,,,,8.0,,,106492-3
2022-02-20,,,,2.0,,,106492-3
2022-02-27,,,,2.0,,,106492-3
2022-03-06,,,,10.0,,,106492-3
2021-11-21,,,,,,1.0,110902-2
2021-12-05,,,,,,1.0,110902-2
2021-11-07,,,14.0,,,,97236-3
2021-11-14,,,18.0,,,,97236-3
2021-11-21,,,19.0,,,,97236-3
2021-11-28,,,2.0,,,,97236-3
2021-11-07,,,4.0,,,5.0,8918-3
2021-11-14,,,8.0,,,4.0,8918-3
2021-11-21,,,4.0,,,4.0,8918-3
2021-11-28,,,7.0,,,2.0,8918-3
2021-12-05,,,9.0,,,4.0,8918-3
2021-12-12,,,7.0,,,4.0,8918-3
2021-12-19,,,4.0,,,4.0,8918-3
2021-12-26,,,9.0,,,2.0,8918-3
2022-01-02,,,2.0,,,2.0,8918-3
2022-01-09,,,7.0,,,4.0,8918-3
2022-01-16,,,2.0,,,,8918-3
2022-01-23,,,5.0,,,4.0,8918-3
2022-01-30,,,4.0,,,2.0,8918-3
2022-02-06,,,5.0,,,4.0,8918-3
2022-02-13,,,9.0,,,2.0,8918-3
2022-02-20,,,4.0,,,2.0,8918-3
2022-02-27,,,5.0,,,4.0,8918-3
2022-03-06,,,7.0,,,4.0,8918-3
2021-11-14,1.0,,8.0,,,,18714-3
2021-11-21,2.0,,8.0,,,,18714-3
2021-11-28,,,2.0,,,,18714-3
2021-12-05,,,15.0,,,,18714-3
2021-12-12,,,17.0,,,,18714-3
2021-12-19,,,14.0,,,,18714-3
2021-12-26,,,10.0,,,,18714-3
2022-01-02,,,5.0,,,,18714-3
2022-01-16,,,5.0,,,,18714-3
2022-02-27,,,1.0,,,,18714-3
2022-03-06,4.0,,5.0,,,,18714-3
2021-12-19,,,,,,1.0,259266-1
2022-01-09,,,,,,1.0,259266-1
2022-01-30,,,,,,3.0,259266-1
2022-02-13,,,,,,4.0,259266-1
2022-02-20,,,,,,4.0,259266-1
2022-02-27,,,2.0,,,3.0,259266-1
2022-03-06,,,,,,1.0,259266-1
2021-11-07,,,,,,4.0,259272-1
2021-11-14,,,,,,2.0,259272-1
2021-11-21,,,,,,6.0,259272-1
2021-11-28,,,,,,2.0,259272-1
2022-01-09,,,,,,1.0,259272-1
2022-01-16,,,,,,4.0,259272-1
2022-01-23,,,1.0,,,5.0,259272-1
2022-01-30,,,,,,4.0,259272-1
2022-02-06,,,,,,4.0,259272-1
2022-02-13,,,,,,6.0,259272-1
2022-02-20,,,,,,4.0,259272-1
2022-03-06,,,2.0,,,2.0,259272-1
2022-01-02,,,1.0,,,,24568-4
2022-01-09,,,24.0,,,,24568-4
2022-01-16,,,24.0,,,1.0,24568-4
2022-01-23,,,19.0,,,,24568-4
2022-01-30,,,21.0,,,,24568-4
2022-02-06,,,17.0,,,,24568-4
2022-02-13,,,16.0,,,,24568-4
2022-02-20,,,22.0,,,,24568-4
2022-02-27,,,15.0,,,,24568-4
2022-03-06,,,17.0,,,,24568-4
2021-11-07,,5.0,12.0,,,12.0,15718-2
2021-11-14,,8.0,7.0,,,17.0,15718-2
2021-11-21,,3.0,16.0,,,14.0,15718-2
2021-11-28,,4.0,10.0,,,8.0,15718-2
2021-12-05,,8.0,13.0,,,19.0,15718-2
2021-12-12,,4.0,22.0,,,9.0,15718-2
2021-12-19,,2.0,20.0,,,5.0,15718-2
2021-12-26,,1.0,16.0,,,1.0,15718-2
2022-01-02,1.0,1.0,15.0,,,7.0,15718-2
2022-01-09,,4.0,23.0,,,9.0,15718-2
2022-01-16,,1.0,19.0,,,2.0,15718-2
2022-01-23,1.0,4.0,11.0,,,9.0,15718-2
2022-01-30,,2.0,23.0,,,4.0,15718-2
2022-02-06,,4.0,19.0,,,7.0,15718-2
2022-02-13,,2.0,22.0,,,3.0,15718-2
2022-02-20,,6.0,20.0,,,12.0,15718-2
2022-02-27,,5.0,21.0,,,11.0,15718-2
2022-03-06,,4.0,31.0,,,16.0,15718-2
2021-12-19,,,1.0,,,,5040-3
2021-11-07,,,3.0,,,,259270-1
2021-12-05,,,,,,2.0,259270-1
2021-12-12,,,,,,2.0,259270-1
2021-12-19,,,7.0,,,,259270-1
2021-12-26,,,,,,1.0,259270-1
2022-01-09,,,,,,1.0,259270-1
2022-02-13,,,7.0,,,1.0,259270-1
2022-02-20,,,,,,2.0,259270-1
2022-02-27,,,4.0,,,,259270-1
2021-11-07,,,4.0,,,,132170-2
2021-11-21,,,6.0,,,2.0,132170-2
2021-11-07,,,17.0,,,3.0,194468-2
2021-11-14,,,11.0,,,5.0,194468-2
2021-11-21,,,16.0,,,6.0,194468-2
2021-11-28,,,11.0,,,5.0,194468-2
2021-12-05,,,13.0,,,6.0,194468-2
2021-12-12,,,16.0,,,8.0,194468-2
2021-12-19,,,8.0,,,4.0,194468-2
2021-12-26,,,11.0,,,5.0,194468-2
2022-01-02,,,8.0,,,7.0,194468-2
2022-01-09,,,7.0,,,3.0,194468-2
2022-01-16,,,6.0,,,1.0,194468-2
2022-01-23,,,9.0,,,6.0,194468-2
2022-01-30,,,7.0,,,5.0,194468-2
2022-02-06,,,12.0,,,4.0,194468-2
2022-02-13,,,9.0,,,4.0,194468-2
2022-02-20,,,9.0,,,5.0,194468-2
2022-02-27,,,14.0,,,6.0,194468-2
2022-03-06,,,9.0,,,6.0,194468-2
2021-11-14,,,2.0,,,2.0,10260-2
2021-11-21,,,2.0,,,2.0,10260-2
2021-12-12,,,3.0,,,,10260-2
2021-12-26,,,4.0,,,,10260-2
2022-01-09,2.0,,,,,4.0,10260-2
2022-01-16,,,2.0,,,,10260-2
2022-01-23,,,2.0,,,,10260-2
2022-01-30,,,4.0,,,2.0,10260-2
2022-02-06,,,5.0,,,2.0,10260-2
2022-02-13,,,7.0,,,2.0,10260-2
2022-02-20,,,2.0,,,,10260-2
2022-02-27,,,1.0,,,,10260-2
2021-11-07,,,4.0,,,,259274-1
2021-11-14,,,8.0,,,,259274-1
2021-11-21,,,4.0,,,,259274-1
2021-11-28,,,6.0,,,,259274-1
2021-12-05,,,10.0,,,,259274-1
2021-12-12,,,8.0,,,,259274-1
2021-12-19,,,8.0,,,,259274-1
2021-12-26,,,7.0,,,,259274-1
2022-01-02,,,2.0,,,,259274-1
2022-01-09,,,10.0,,,,259274-1
2022-01-16,,,7.0,,,,259274-1
2022-01-23,,,6.0,,,1.0,259274-1
2022-01-30,,,6.0,,,1.0,259274-1
2022-02-06,,,10.0,,,,259274-1
2022-02-13,,,6.0,,,,259274-1
2022-02-20,,,11.0,,,,259274-1
2022-02-27,,,8.0,,,,259274-1
2022-03-06,,,10.0,,,,259274-1
2021-12-26,,,,,,2.0,105510-3
2022-01-02,,,2.0,,,9.0,105510-3
2022-01-09,,,,,,5.0,105510-3
2022-01-16,,,1.0,,,1.0,105510-3
2022-01-16,,,,,2.0,1.0,267614-1
2022-02-27,,,,,,1.0,267614-1
2022-03-06,,,,,,1.0,267614-1
2022-02-13,,,,,,2.0,256202-2
2022-02-20,,,,,,10.0,256202-2
2022-02-27,,,,,,6.0,256202-2
2022-03-06,,,,,,10.0,256202-2
2021-12-05,,,1.0,,,2.0,180084-2
2022-02-06,,,1.0,,,2.0,180084-2
2021-11-14,,,3.0,,,2.0,33696-4
2021-11-21,,,7.0,,,2.0,33696-4
2021-11-28,,,4.0,,,,33696-4
2021-12-05,,,3.0,,,2.0,33696-4
2021-12-12,,,4.0,,,1.0,33696-4
2022-02-06,,,3.0,,,1.0,33696-4
2022-02-20,,,11.0,,,4.0,33696-4
2022-03-06,,,7.0,,,4.0,33696-4
2021-11-21,,,2.0,,,2.0,263792-1
2021-12-05,,,2.0,,,1.0,263792-1
2021-12-12,,,1.0,,,2.0,263792-1
2022-01-16,,,2.0,,,2.0,263792-1
2021-11-21,,,1.0,,,,17860-3
2021-11-28,,,4.0,,,,17860-3
2021-12-05,,,2.0,,,,17860-3
2021-12-12,,,3.0,,,,17860-3
2021-12-26,,,1.0,,,,17860-3
2022-01-23,,,2.0,,,,17860-3
2022-02-27,,,3.0,,,,17860-3
2022-03-06,,,4.0,,,,17860-3
2021-11-14,,,1.0,,,,99824-2
2022-02-06,,,12.0,,,,267620-1
2022-02-13,,,8.0,,,,267620-1
2022-02-20,,,5.0,,,,267620-1
2022-03-06,,,8.0,,,,267620-1
2021-11-07,,,13.0,,,,259456-1
2021-11-14,,,14.0,,,,259456-1
2021-11-21,,,6.0,,,,259456-1
2021-11-28,,,2.0,,,,259456-1
2021-12-05,,,6.0,,,,259456-1
2021-12-19,,,5.0,,,,259456-1
2021-12-26,,,1.0,,,,259456-1
2022-01-02,,,1.0,,,,259456-1
2022-02-06,,,3.0,,,,259456-1
2022-02-13,,,10.0,,,,259456-1
2022-02-20,,,15.0,,,,259456-1
2022-02-27,,,12.0,,,,259456-1
2022-03-06,,,9.0,,,,259456-1
2021-11-07,,,24.0,,,2.0,136652-3
2021-11-14,,,20.0,,,,136652-3
2021-11-21,,,14.0,,,,136652-3
2021-11-28,,,14.0,,,2.0,136652-3
2021-12-05,,,18.0,,,,136652-3
2021-12-12,,,16.0,,,,136652-3
2021-12-19,,,20.0,,,2.0,136652-3
2021-12-26,,,21.0,,,1.0,136652-3
2022-01-02,,,6.0,,,2.0,136652-3
2022-01-09,,,26.0,,,1.0,136652-3
2022-01-16,,,24.0,,,2.0,136652-3
2022-01-23,,,18.0,,,1.0,136652-3
2022-01-30,,,19.0,,,,136652-3
2022-02-06,,,17.0,,,,136652-3
2022-02-13,,,13.0,,,,136652-3
2022-02-20,,,13.0,,,,136652-3
2022-02-27,1.0,,13.0,,,1.0,136652-3
2022-03-06,2.0,,18.0,,,3.0,136652-3
2022-01-23,,,1.0,,,,20538-3
2021-11-07,,,8.0,,,,51646-2
2021-11-14,,,4.0,,,,51646-2
2021-11-21,,,4.0,,,,51646-2
2021-11-28,,,6.0,,,,51646-2
2021-12-05,,,10.0,,,,51646-2
2021-12-12,,,12.0,,,,51646-2
2021-12-19,,,12.0,,,,51646-2
2021-12-26,,,10.0,,,,51646-2
2022-01-09,,,3.0,,,,51646-2
2022-01-16,,,6.0,,,,51646-2
2022-01-23,,,14.0,,,,51646-2
2022-01-30,,,10.0,,,,51646-2
2022-02-06,,,8.0,,,,51646-2
2022-02-13,,,1.0,,,,51646-2
2022-02-27,,,1.0,,,,51646-2
2021-11-07,,,1.0,,,,259452-1
2021-11-14,,,2.0,,,,259452-1
2021-11-21,,,4.0,,,,259452-1
2021-11-28,,,3.0,,,,259452-1
2021-12-05,,,3.0,,,,259452-1
2021-12-12,,,1.0,,,,259452-1
2021-11-14,,,1.0,,,,142182-2
2021-11-28,,,1.0,,,,142182-2
2022-02-13,,,,,,1.0,142182-2
2021-11-21,,,19.0,,,7.0,264674-1
2021-11-28,,,5.0,,,1.0,264674-1
2021-12-26,,,3.0,,,1.0,264674-1
2022-01-02,,,2.0,,,2.0,264674-1
2022-01-16,,,7.0,,,3.0,264674-1
2021-12-05,,,7.0,,,,264890-1
2021-12-12,,,2.0,,,1.0,264890-1
2021-12-19,,,1.0,,,,264890-1
2022-02-13,,,1.0,,,,264890-1
2022-02-20,,,1.0,,,,264890-1
2022-03-06,,,2.0,,,,264890-1
2022-01-16,,,2.0,,,,170554-4
2022-01-23,,,2.0,,,1.0,170554-4
2022-01-30,,,2.0,,,2.0,170554-4
2022-02-06,,,1.0,,,2.0,170554-4
2022-02-13,,,1.0,,,1.0,170554-4
2022-02-20,,,,,,1.0,170554-4
2022-03-06,,,,,,1.0,170554-4
2022-01-09,,,19.0,,,8.0,267750-1
2022-01-16,,,28.0,,,14.0,267750-1
2022-01-23,,,30.0,,,20.0,267750-1
2022-01-30,,,46.0,,,20.0,267750-1
2022-02-06,,,19.0,,,19.0,267750-1
2022-02-13,,,17.0,,,18.0,267750-1
2022-02-20,,,18.0,,,19.0,267750-1
2022-02-27,,,12.0,,,20.0,267750-1
2022-03-06,,,16.0,,,16.0,267750-1
2021-11-14,,,12.0,,,,263952-1
2021-11-21,,,16.0,,,,263952-1
2021-11-28,,,13.0,,,,263952-1
2021-12-05,,,19.0,,,,263952-1
2021-12-12,,,19.0,,,,263952-1
2021-12-19,,,20.0,,,,263952-1
2021-12-26,,,13.0,,,,263952-1
2022-01-02,,,1.0,,,,263952-1
2022-01-09,,,14.0,,,,263952-1
2022-01-16,,,16.0,,,,263952-1
2022-01-23,,,18.0,,,,263952-1
2022-01-30,,,19.0,,,,263952-1
2022-02-06,,,18.0,,,,263952-1
2022-02-13,,,18.0,,,,263952-1
2022-02-20,,,13.0,,,,263952-1
2022-02-27,,,15.0,,,,263952-1
2022-03-06,,,14.0,,,,263952-1
2021-11-07,,,7.0,,,,258866-1
2021-11-14,,,1.0,,,,258866-1
2021-11-21,,,9.0,,,,258866-1
2021-12-26,,1.0,,,,,223088-2
2022-01-23,1.0,,,,,,223088-2
2022-01-09,,,3.0,,,,259052-1
2022-01-16,,,2.0,,,,259052-1
2022-01-23,,,2.0,,,,259052-1
2021-11-14,,,1.0,,,,16930-1
2021-11-21,,,4.0,,,1.0,16930-1
2021-11-28,,,5.0,,,,16930-1
2021-12-05,,,20.0,,,,16930-1
2022-01-23,,,3.0,,,,16930-1
2022-01-30,,,4.0,,,,16930-1
2022-02-06,,,18.0,,,,16930-1
2022-02-13,,,13.0,,,,16930-1
2021-11-14,,,2.0,,,,174840-2
2021-11-21,,,17.0,,,,174840-2
2021-11-28,,,20.0,,,,174840-2
2021-12-05,,,15.0,,,,174840-2
2021-12-12,,,10.0,,,,174840-2
2022-01-02,,,6.0,,,,174840-2
2022-01-09,,,4.0,,,,174840-2
2022-01-16,,,7.0,,,,174840-2
2022-01-23,,,7.0,,,,174840-2
2021-12-12,,,2.0,,,,259402-1
2021-12-19,,,5.0,,,,259402-1
2022-01-09,,,2.0,,,,259402-1
2022-01-16,,,4.0,,,,259402-1
2022-01-23,,,1.0,,,,259402-1
2022-01-30,,,9.0,,,,259402-1
2022-02-06,,,2.0,,,,259402-1
2022-02-13,,,6.0,,,,259402-1
2022-02-20,,,6.0,,,,259402-1
2022-02-27,,,4.0,,,,259402-1
2022-03-06,,,3.0,,,,259402-1
2021-11-28,,,1.0,,,1.0,92898-2
2021-12-05,,,3.0,,3.0,,92898-2
2021-11-07,,,1.0,,,,25118-1
2021-11-21,,,1.0,,,,25118-1
2021-11-07,,,6.0,,,11.0,259580-1
2021-11-14,,,4.0,,,9.0,259580-1
2021-11-21,,,8.0,,,8.0,259580-1
2021-11-28,,,3.0,,,8.0,259580-1
2021-12-05,,,13.0,,,5.0,259580-1
2021-12-12,,,9.0,,,6.0,259580-1
2021-12-19,,,13.0,,,13.0,259580-1
2021-12-26,,,6.0,,,13.0,259580-1
2022-01-02,,,6.0,,,5.0,259580-1
2022-01-09,,,6.0,,,4.0,259580-1
2022-01-16,,,5.0,,,2.0,259580-1
2022-01-23,,,1.0,,,12.0,259580-1
2022-01-30,,,,,,10.0,259580-1
2022-02-13,,,,,8.0,,259580-1
2022-02-20,,,,,7.0,,259580-1
2022-02-27,,,2.0,,2.0,8.0,259580-1
2022-03-06,,,2.0,,4.0,7.0,259580-1
2022-01-23,,,3.0,,,,260096-1
2022-01-30,,,2.0,,,,260096-1
2021-11-21,,,1.0,,,,260098-1
2021-12-05,,,1.0,,,,260098-1
2021-11-07,,,2.0,,,,260190-1
2021-11-14,,,1.0,,,,260190-1
2021-11-21,,,2.0,,,,260190-1
2021-11-28,,,2.0,,,,260190-1
2021-12-05,,,1.0,,,,260190-1
2021-12-12,,,5.0,,,,260190-1
2021-12-19,,,4.0,,,,260190-1
2021-12-26,,,2.0,,,,260190-1
2022-01-09,,,6.0,,,,260190-1
2022-01-16,,,4.0,,,,260190-1
2022-01-23,,,3.0,,,,260190-1
2022-01-30,,,2.0,,,,260190-1
2022-02-06,,,4.0,,,,260190-1
2022-02-13,,,4.0,,,,260190-1
2022-02-20,,,4.0,,,,260190-1
2022-02-27,,,2.0,,,,260190-1
2022-03-06,,,1.0,,,,260190-1
2022-02-27,,,2.0,,,,260082-1
2022-03-06,4.0,,4.0,,,,260082-1
2021-11-07,,,,2.0,,,260232-1
2021-11-14,,,,1.0,,,260232-1
2021-11-21,,,,6.0,,,260232-1
2021-12-05,,,,1.0,,,260232-1
2021-12-12,,,,3.0,,,260232-1
2021-12-19,,,,2.0,,,260232-1
2022-01-09,,,,3.0,,,260232-1
2022-01-16,,,,4.0,,,260232-1
2022-01-23,,,,2.0,,,260232-1
2021-11-07,,,10.0,,,9.0,260198-1
2021-11-14,,,11.0,,,5.0,260198-1
2021-11-21,,,14.0,,,5.0,260198-1
2021-11-28,,,2.0,,,1.0,260198-1
2021-12-05,,,15.0,,,4.0,260198-1
2021-12-19,,,16.0,,,4.0,260198-1
2021-12-26,,,8.0,,,1.0,260198-1
2022-01-09,,,10.0,,,2.0,260198-1
2022-01-23,,,5.0,,,3.0,260198-1
2022-01-30,,,4.0,,,2.0,260198-1
2022-02-06,,,10.0,,,5.0,260198-1
2022-02-13,,,12.0,,,6.0,260198-1
2022-02-20,,,6.0,,,3.0,260198-1
2022-02-27,,,6.0,,,4.0,260198-1
2022-03-06,,,11.0,,,4.0,260198-1
2021-11-28,,,5.0,,1.0,3.0,260248-1
2021-11-07,,,,,1.0,,260200-1
2021-11-21,,,,,1.0,,260200-1
2022-02-06,,,,,1.0,,260200-1
2021-11-07,,,2.0,,,,127662-2
2021-11-14,,,3.0,,,,127662-2
2021-11-14,,,2.0,,,,260312-1
2021-11-21,,,4.0,,,2.0,260312-1
2022-02-13,2.0,,,,,,260184-1
2022-01-23,,,,,,1.0,10896-1
2022-02-06,,,,,,1.0,10896-1
2022-02-13,,,1.0,,,,10896-1
2022-02-27,,,10.0,,,,123096-2
2021-11-07,,,23.0,,,1.0,58324-2
2021-11-14,,,20.0,,,2.0,58324-2
2021-11-21,,,16.0,,,,58324-2
2021-11-28,,,8.0,,,1.0,58324-2
2021-12-05,,,15.0,,,,58324-2
2021-12-12,,,12.0,,,,58324-2
2021-12-19,,,5.0,,,,58324-2
2022-01-09,,,6.0,,,1.0,58324-2
2022-01-16,,,3.0,,,,58324-2
2021-12-19,,,10.0,,,,260360-1
2022-02-20,,,1.0,,,,260362-1
2021-12-05,,,1.0,,,1.0,260368-1
2021-12-12,,,6.0,,,,260368-1
2021-12-19,,,4.0,,,,260368-1
2021-12-26,,,2.0,,,,260368-1
2022-01-02,,,7.0,,,2.0,260368-1
2022-01-09,,,7.0,,,1.0,260368-1
2022-01-16,,,19.0,,,2.0,260368-1
2022-01-23,,,16.0,,,,260368-1
2022-01-30,,,7.0,,,5.0,260368-1
2022-02-06,,,7.0,,,6.0,260368-1
2022-02-13,,,4.0,,,7.0,260368-1
2022-02-20,,,3.0,,,3.0,260368-1
2022-02-27,,,1.0,,,1.0,260368-1
2022-03-06,,,3.0,,,1.0,260368-1
2022-02-06,,,4.0,,,,260374-1
2022-02-13,,,3.0,,,,260374-1
2021-11-21,,,1.0,,,,260204-1
2021-12-05,,1.0,,,,,173192-2
2021-12-26,,2.0,,,,,173192-2
2022-01-02,,2.0,,,,,173192-2
2022-01-23,,1.0,,,,,173192-2
2021-11-14,,,2.0,,,,260542-1
2021-11-07,,3.0,,,,,260556-1
2021-11-14,,3.0,,,,,260556-1
2021-11-21,,2.0,,,,,260556-1
2021-12-05,,3.0,,,,,260556-1
2021-12-12,,3.0,,,,,260556-1
2021-12-26,,1.0,,,,,260556-1
2022-01-02,,1.0,,,,,260556-1
2022-01-09,,1.0,,,,,260556-1
2022-01-16,,4.0,,,,,260556-1
2022-01-23,,5.0,,,,,260556-1
2022-01-30,,2.0,,,,,260556-1
2022-02-13,,3.0,,,,,260556-1
2022-02-20,,3.0,,,,,260556-1
2022-02-27,,2.0,,,,,260556-1
2022-03-06,,2.0,,,,,260556-1
2021-11-07,,,,,2.0,,260610-1
2021-11-14,,,,,8.0,,260610-1
2021-11-21,,,,,5.0,,260610-1
2021-11-14,,,,,,2.0,260614-1
2021-11-21,,,,,,2.0,260614-1
2021-11-28,,,,,,2.0,260614-1
2022-02-27,,,,,,1.0,260614-1
2021-11-07,13.0,3.0,,,,,260670-1
2021-11-14,3.0,3.0,,,,2.0,260670-1
2021-12-12,4.0,1.0,,,,,260670-1
2021-12-19,1.0,7.0,,,,,260670-1
2021-12-26,3.0,4.0,,,,,260670-1
2022-01-23,2.0,2.0,,,,,260670-1
2022-01-30,2.0,2.0,,,,,260670-1
2022-02-06,2.0,2.0,,,,,260670-1
2022-02-13,,3.0,1.0,,,4.0,260670-1
2022-02-20,2.0,6.0,2.0,,,4.0,260670-1
2022-02-27,3.0,7.0,8.0,,,7.0,260670-1
2022-03-06,3.0,5.0,2.0,,,7.0,260670-1
2022-01-23,2.0,,1.0,,,,260698-1
2022-01-30,,,1.0,,,,260698-1
2021-11-07,,,2.0,,,,260460-1
2021-11-28,,,2.0,,,,260460-1
2022-02-06,,,2.0,,,,260460-1
2022-03-06,,,5.0,,,,260814-1
2021-11-21,,,,,3.0,,260964-1
2021-11-28,,,1.0,,2.0,,260964-1
2022-02-20,,,,,1.0,,260964-1
2021-11-07,1.0,2.0,,,,,260976-1
2021-11-21,1.0,3.0,,,,,260976-1
2021-12-05,,1.0,,,,,260976-1
2021-12-19,,2.0,,,,,260976-1
2022-01-09,,8.0,,,,,260976-1
2022-01-23,,4.0,,,,,260976-1
2022-03-06,1.0,2.0,,,,,260976-1
2021-11-07,1.0,,,,,,261010-1
2022-02-06,,,,,4.0,,261046-1
2022-02-13,,,,,1.0,,261046-1
2021-11-07,1.0,,,,,,261070-1
2021-11-07,,,2.0,,,,261138-1
2021-11-28,1.0,,,,,,261224-1
2021-11-07,,,3.0,,,,38066-2
2021-11-14,,,8.0,,,,38066-2
2021-11-21,,,1.0,,,,38066-2
2021-11-28,,,11.0,,,,38066-2
2021-12-05,,,3.0,,,,38066-2
2021-12-12,,,10.0,,,,38066-2
2021-12-19,,,3.0,,,,38066-2
2021-12-26,,,1.0,,,,38066-2
2022-01-02,,,2.0,,,,38066-2
2022-01-30,,,2.0,,,,38066-2
2022-02-06,,,1.0,,,,38066-2
2021-12-19,,,1.0,,,,261218-1
2021-11-07,,,2.0,,,,261336-1
2021-11-07,,,5.0,,,3.0,261338-1
2021-11-14,,,2.0,,,,261338-1
2021-11-21,,,5.0,,,,261358-1
2021-12-12,,,4.0,,,,261358-1
2022-01-30,,,1.0,,,,261358-1
2022-02-27,2.0,,,,,,261440-1
2022-03-06,4.0,1.0,,,,,261440-1
2021-11-21,2.0,,,,,,74052-1
2021-11-28,2.0,,,,,,74052-1
2022-02-20,1.0,,,,,,74052-1
2021-11-21,,,2.0,,,,261528-1
2021-11-28,,,4.0,,,,261528-1
2021-12-05,,,8.0,,,,261528-1
2021-12-12,,,9.0,,,,261528-1
