id,study_card,stage
136884,NaN,1
136886,10.0,1
136888,10.0,1
136890,NaN,1
136892,NaN,1
136894,NaN,1
136896,10.0,1
136898,10.0,1
136900,10.0,2
136902,10.0,1
136904,NaN,1
136906,10.0,1
136908,NaN,1
136910,NaN,1
136912,10.0,1
136914,10.0,1
136916,10.0,1
136918,10.0,1
136920,NaN,1
136922,NaN,2
136924,10.0,2
136926,NaN,1
136928,NaN,1
136930,10.0,3
136932,10.0,1
136934,NaN,1
136936,10.0,1
136938,NaN,1
136940,NaN,1
136942,NaN,1
136944,15.0,1
136946,NaN,1
136948,10.0,1
136950,10.0,1
136952,10.0,1
136954,NaN,1
136956,10.0,1
136958,NaN,1
136960,NaN,1
136962,NaN,1
136964,NaN,1
136966,NaN,1
136968,10.0,1
136970,NaN,2
136972,NaN,1
136974,NaN,1
136976,NaN,1
136978,10.0,1
136980,10.0,1
136982,NaN,1
136984,NaN,1
136988,10.0,1
136990,NaN,1
136992,10.0,1
136994,10.0,1
136996,NaN,1
136998,10.0,1
137000,10.0,1
137002,NaN,1
137004,NaN,2
137008,10.0,1
137010,10.0,1
137012,10.0,1
137014,10.0,2
137016,NaN,1
137018,10.0,1
137020,NaN,1
137022,10.0,1
137024,10.0,1
137026,NaN,1
137028,NaN,1
137030,10.0,1
137032,NaN,1
137034,NaN,1
137036,10.0,1
137038,10.0,1
137040,NaN,1
137042,10.0,1
137044,NaN,1
137046,NaN,2
137048,NaN,1
137050,NaN,1
137052,NaN,1
137054,NaN,1
137056,NaN,1
137058,NaN,1
137060,NaN,1
137062,10.0,1
137064,10.0,1
137066,NaN,2
137068,NaN,1
137070,10.0,1
137072,NaN,1
137074,NaN,1
137076,10.0,1
137078,NaN,1
137080,10.0,1
137082,10.0,2
137084,NaN,1
137086,NaN,1
137088,NaN,1
137090,NaN,2
137092,NaN,1
137094,10.0,1
137096,NaN,1
137098,10.0,1
137100,NaN,1
137102,NaN,1
137104,NaN,1
137106,NaN,1
137108,10.0,1
137110,10.0,1
137112,NaN,1
137114,10.0,1
137116,NaN,1
137118,10.0,4
137120,10.0,1
137122,10.0,1
137124,NaN,1
137126,10.0,1
137128,NaN,1
137130,10.0,1
137132,NaN,1
137134,10.0,1
137136,10.0,1
137138,10.0,1
137142,10.0,1
137144,10.0,1
137146,NaN,1
137148,10.0,1
137150,10.0,2
137152,10.0,1
137154,10.0,1
137156,NaN,1
137158,10.0,1
137160,10.0,1
137162,10.0,1
137164,10.0,1
137166,NaN,1
137168,NaN,1
137170,NaN,1
137172,10.0,1
137174,10.0,1
137176,NaN,1
137178,10.0,1
137180,10.0,1
137182,10.0,1
137184,NaN,1
137186,NaN,1
137188,10.0,1
137190,10.0,2
137192,10.0,1
137194,10.0,1
137196,NaN,1
137198,10.0,1
137200,10.0,1
137202,NaN,1
137204,NaN,1
137206,NaN,1
137208,10.0,2
137210,NaN,1
137212,10.0,1
137214,NaN,1
137216,10.0,1
137218,NaN,1
137220,10.0,1
137222,NaN,1
137224,NaN,1
137226,NaN,1
137228,NaN,1
137230,NaN,1
137232,NaN,1
137234,NaN,1
137236,10.0,1
137238,10.0,1
137240,NaN,1
137242,10.0,1
137244,NaN,1
137246,10.0,3
137248,10.0,1
137250,10.0,1
137252,10.0,1
137254,10.0,1
137256,10.0,1
137258,NaN,1
137260,10.0,1
137262,10.0,1
137264,NaN,1
137266,10.0,1
137268,NaN,1
137270,NaN,1
137272,10.0,2
137274,NaN,2
137276,10.0,1
137278,10.0,1
137280,10.0,1
137282,10.0,1
137284,10.0,2
137286,10.0,1
137288,10.0,2
137290,NaN,1
137292,10.0,1
137294,NaN,1
137296,NaN,1
137298,10.0,1
137300,NaN,2
137302,10.0,1
137304,10.0,1
137306,10.0,2
137308,10.0,1
137310,10.0,1
137312,NaN,1
137314,10.0,1
137316,10.0,1
137318,NaN,1
137320,10.0,1
137322,10.0,1
137324,NaN,2
137326,NaN,1
137328,NaN,1
137330,NaN,1
137332,10.0,1
137336,10.0,1
137338,NaN,1
137342,NaN,1
137344,NaN,1
137346,10.0,2
137348,10.0,1
137350,10.0,1
137352,10.0,2
137354,10.0,1
137356,NaN,1
137358,NaN,1
137360,NaN,1
137362,NaN,1
137364,NaN,1
137366,NaN,1
137368,10.0,1
137370,NaN,3
137374,NaN,1
137376,10.0,1
137378,NaN,1
137380,10.0,1
137382,NaN,1
137384,10.0,2
137386,NaN,1
137388,NaN,1
137390,NaN,1
137394,NaN,1
137396,NaN,4
137398,NaN,1
137400,NaN,1
137402,NaN,1
137404,NaN,1
137406,10.0,1
137408,10.0,1
137410,NaN,1
137412,NaN,2
137414,NaN,1
137416,NaN,1
137418,10.0,1
137420,NaN,3
137422,NaN,1
137424,10.0,1
137426,NaN,3
137428,10.0,1
137430,10.0,1
137432,NaN,1
137434,10.0,1
137436,NaN,1
137438,10.0,1
137440,NaN,1
137442,NaN,1
137444,NaN,1
137446,10.0,1
137448,10.0,1
137450,10.0,2
137452,NaN,1
137454,NaN,1
137456,10.0,1
137458,NaN,1
137460,10.0,1
137462,NaN,1
137464,NaN,2
137466,NaN,4
137468,NaN,3
137470,NaN,1
137472,NaN,1
137474,NaN,1
137476,NaN,1
137478,NaN,1
137482,NaN,1
137484,10.0,1
137486,10.0,1
137488,NaN,1
137490,NaN,1
137494,NaN,1
137496,10.0,1
137498,10.0,1
137500,10.0,1
137502,NaN,1
137504,10.0,1
137506,10.0,1
137508,NaN,1
137510,NaN,1
137512,NaN,1
137514,NaN,1
137516,NaN,1
137518,NaN,1
137520,NaN,1
137522,NaN,1
137524,NaN,1
137526,NaN,1
137528,10.0,1
137530,10.0,1
137532,10.0,1
137534,10.0,1
137536,10.0,1
137538,10.0,1
137540,NaN,1
137542,10.0,1
137544,NaN,1
137548,10.0,1
137550,NaN,1
137552,10.0,1
137554,10.0,1
137556,10.0,1
137558,10.0,3
137560,10.0,1
137562,NaN,2
137564,NaN,2
137566,10.0,1
137568,10.0,1
137570,NaN,1
137572,NaN,1
137574,NaN,1
137576,NaN,1
137578,10.0,1
137580,NaN,1
137582,NaN,1
137584,NaN,1
137586,NaN,1
137588,NaN,1
137590,NaN,2
137592,NaN,1
137594,NaN,1
137596,NaN,1
137598,10.0,2
137600,10.0,1
137602,10.0,1
137604,10.0,2
137606,NaN,3
137608,10.0,1
137610,NaN,1
137612,10.0,2
137614,10.0,1
137616,10.0,1
137618,NaN,1
137620,10.0,1
137622,10.0,1
137624,10.0,1
137626,10.0,1
137628,NaN,1
137630,NaN,1
137632,NaN,1
137634,10.0,1
137636,NaN,1
137638,10.0,1
137640,10.0,2
137642,10.0,1
137644,NaN,1
137646,10.0,1
137648,10.0,1
137650,NaN,1
137652,10.0,1
137654,NaN,1
137656,NaN,1
137658,10.0,1
137660,NaN,1
137662,10.0,1
137664,NaN,1
137666,NaN,1
137668,10.0,2
137670,NaN,1
137672,NaN,1
137674,10.0,1
137676,NaN,1
137678,10.0,1
137680,NaN,1
137682,NaN,1
137684,10.0,1
137686,10.0,1
137688,10.0,2
137690,10.0,1
137692,10.0,1
137694,NaN,1
137696,10.0,1
137698,10.0,1
137700,10.0,1
137702,NaN,1
137704,10.0,1
137706,10.0,1
137708,10.0,1
137710,NaN,1
137712,10.0,1
137714,10.0,1
137716,10.0,1
137718,10.0,1
137720,10.0,2
137722,NaN,1
137724,10.0,2
137726,10.0,2
137728,10.0,1
137730,NaN,1
137732,10.0,1
137734,10.0,1
137736,10.0,1
137738,10.0,1
137740,10.0,3
137742,10.0,1
137744,10.0,1
137746,NaN,1
137748,10.0,5
137750,NaN,1
137752,NaN,1
137754,NaN,1
137756,NaN,1
137758,NaN,1
137760,10.0,1
137762,10.0,1
137764,10.0,1
137766,NaN,1
137768,NaN,2
137770,10.0,1
137772,10.0,1
137774,NaN,1
137776,NaN,1
137778,10.0,1
137780,10.0,1
137782,NaN,1
137784,NaN,1
137786,10.0,1
137788,10.0,3
137790,10.0,1
137792,10.0,2
137794,NaN,1
137796,10.0,1
137798,NaN,1
137800,10.0,1
137802,NaN,1
137804,10.0,1
137806,NaN,1
137808,10.0,1
137810,10.0,1
137812,10.0,1
137814,NaN,1
137816,10.0,1
137818,NaN,2
137820,NaN,1
137822,NaN,1
137824,NaN,1
137826,NaN,1
137828,10.0,3
137830,10.0,1
137832,NaN,1
137834,10.0,1
137836,10.0,1
137838,NaN,1
137840,NaN,1
137842,NaN,1
137844,10.0,1
137846,NaN,1
137848,NaN,1
137850,10.0,1
137852,NaN,2
137854,10.0,1
137856,10.0,1
137858,10.0,1
137860,10.0,1
137862,10.0,1
137864,10.0,1
137866,10.0,1
137868,NaN,1
137870,10.0,1
137874,NaN,1
137876,10.0,1
137878,10.0,1
137880,10.0,1
137882,10.0,1
137884,10.0,1
137886,NaN,1
137888,NaN,1
137890,10.0,1
137892,NaN,1
137894,NaN,1
137896,NaN,1
137898,NaN,1
137900,NaN,2
137902,NaN,1
137904,NaN,1
137906,NaN,1
137908,10.0,1
137910,10.0,2
137912,10.0,1
137914,NaN,5
137916,10.0,1
137918,10.0,1
137920,10.0,1
137922,NaN,1
137924,10.0,1
137926,10.0,1
137928,10.0,1
137930,10.0,1
137932,10.0,2
137934,10.0,1
137936,NaN,1
137938,10.0,1
137940,10.0,1
137942,NaN,1
137944,10.0,1
137946,10.0,1
137948,10.0,1
137950,10.0,2
137952,10.0,1
137954,NaN,1
137956,NaN,1
137958,10.0,1
137960,NaN,1
137962,10.0,1
137964,NaN,3
137966,10.0,3
137968,10.0,1
137970,10.0,1
137972,10.0,1
137974,10.0,2
137976,10.0,1
137978,NaN,1
137980,10.0,1
137982,10.0,1
137984,10.0,1
137986,10.0,1
137988,10.0,1
137990,10.0,1
137992,10.0,1
137994,10.0,1
137996,NaN,1
137998,10.0,1
138000,NaN,2
138002,NaN,1
138004,NaN,1
138006,10.0,1
138008,NaN,1
138010,NaN,1
138012,NaN,1
138014,NaN,1
138016,10.0,1
138018,10.0,1
138020,10.0,1
138022,NaN,1
138024,10.0,1
138026,NaN,1
138028,NaN,1
138030,10.0,1
138032,NaN,1
138034,10.0,1
138036,10.0,2
138038,10.0,1
138042,10.0,1
138044,10.0,1
138046,NaN,1
138048,10.0,1
138050,NaN,1
138052,10.0,1
138054,NaN,1
138056,10.0,1
138058,NaN,1
138060,10.0,1
138062,NaN,1
138064,10.0,1
138066,NaN,1
138068,10.0,1
138070,10.0,1
138072,NaN,2
138074,NaN,1
138076,NaN,1
138078,10.0,1
138080,NaN,2
138082,10.0,1
138084,10.0,3
138086,10.0,1
138088,NaN,3
138090,NaN,1
138092,10.0,1
138094,10.0,1
138096,NaN,1
138098,10.0,2
138100,10.0,1
138102,NaN,2
138104,NaN,1
138106,NaN,1
138108,10.0,1
138110,NaN,1
138112,10.0,1
138114,10.0,1
138116,10.0,1
138118,10.0,1
138120,10.0,1
138122,10.0,1
138124,NaN,3
138126,10.0,1
138128,10.0,1
138130,10.0,1
138132,NaN,1
138134,10.0,1
138136,NaN,1
138138,NaN,1
138140,NaN,1
138142,10.0,1
138144,10.0,1
138146,NaN,1
138148,10.0,1
138150,10.0,1
138152,10.0,1
138154,NaN,2
138156,10.0,1
138158,10.0,1
138160,NaN,1
138162,NaN,3
138164,10.0,2
138166,10.0,2
138168,10.0,2
138170,10.0,1
138172,10.0,1
138174,NaN,1
138176,10.0,1
138178,NaN,2
138180,10.0,1
138182,NaN,3
138184,NaN,1
138186,10.0,3
138188,10.0,1
138190,10.0,2
138192,NaN,1
138194,10.0,1
138196,10.0,1
138200,NaN,2
138202,10.0,1
138204,10.0,1
138206,NaN,1
138208,10.0,1
138210,10.0,1
138212,10.0,1
138214,10.0,1
138216,NaN,1
138218,10.0,1
138220,10.0,2
138222,10.0,1
138224,10.0,1
138226,10.0,1
138228,10.0,1
138230,10.0,1
138232,10.0,2
138234,10.0,2
138236,NaN,1
138238,NaN,1
138240,NaN,1
138242,10.0,1
138244,10.0,1
138246,10.0,1
138248,10.0,1
138250,NaN,2
138252,10.0,1
138254,10.0,1
138256,10.0,1
138258,NaN,2
138260,10.0,1
138262,10.0,1
138264,10.0,1
138266,10.0,1
138268,NaN,1
138270,NaN,1
138272,10.0,1
138274,10.0,1
138276,NaN,1
138278,10.0,1
138280,10.0,1
138282,NaN,1
138284,10.0,1
138286,10.0,1
138288,10.0,1
138290,10.0,1
138292,10.0,2
138294,10.0,2
138296,10.0,1
138298,NaN,2
138300,10.0,1
138302,10.0,2
138304,10.0,1
138306,10.0,1
138308,NaN,1
138310,10.0,2
138312,NaN,1
138314,10.0,1
138316,10.0,1
138318,NaN,1
138320,NaN,1
138322,NaN,1
138324,10.0,1
138326,10.0,1
138328,NaN,1
138330,10.0,1
138332,NaN,1
138334,10.0,1
138336,NaN,1
138338,NaN,1
138340,10.0,1
138342,10.0,1
138346,10.0,1
138348,10.0,1
138350,10.0,1
138352,NaN,2
138354,NaN,1
138356,10.0,1
138358,10.0,1
138360,10.0,1
138362,NaN,1
138364,10.0,1
138366,NaN,2
138368,NaN,1
138370,10.0,1
138372,NaN,1
138374,10.0,2
138376,10.0,1
138378,NaN,2
138380,NaN,1
138382,10.0,1
138384,10.0,1
138386,NaN,2
138388,NaN,1
138390,10.0,1
138392,10.0,1
138394,10.0,1
138396,10.0,1
138398,NaN,2
138400,NaN,1
138404,10.0,3
138406,10.0,2
138408,NaN,1
138410,NaN,1
138412,NaN,1
138414,NaN,2
138416,NaN,1
138418,NaN,1
138420,10.0,1
138422,10.0,1
138424,10.0,1
138426,10.0,1
138428,NaN,1
138430,10.0,1
138432,10.0,1
138436,NaN,1
138438,10.0,1
138440,10.0,1
138442,10.0,1
138444,10.0,1
138446,10.0,1
138448,10.0,1
138450,NaN,1
138452,NaN,1
138454,10.0,1
138456,NaN,1
138458,10.0,1
138460,NaN,2
138462,10.0,1
138464,NaN,1
138466,NaN,1
138468,10.0,2
138470,10.0,1
138472,10.0,1
138474,NaN,2
138476,10.0,1
138478,NaN,1
138480,NaN,2
138482,10.0,1
138484,10.0,1
138486,10.0,2
138488,10.0,1
138490,10.0,1
138492,10.0,1
138494,10.0,1
138496,10.0,1
138498,NaN,1
138500,10.0,1
138502,10.0,5
138504,10.0,2
138506,10.0,1
138508,NaN,1
138510,10.0,1
138512,NaN,1
138514,NaN,1
138516,10.0,1
138518,NaN,1
138520,10.0,1
138522,NaN,1
138524,10.0,1
138526,10.0,1
138528,NaN,3
138530,NaN,1
138532,NaN,1
138534,10.0,1
138536,10.0,1
138538,NaN,1
138540,10.0,1
138542,10.0,1
138544,10.0,1
138546,10.0,1
138548,10.0,1
138550,NaN,1
138552,10.0,1
138554,10.0,1
138556,10.0,2
138558,NaN,1
138560,NaN,1
138562,NaN,1
138564,10.0,1
138566,10.0,1
138568,NaN,1
138570,10.0,1
138572,10.0,2
138574,NaN,1
138576,10.0,2
138578,10.0,1
138580,10.0,1
138582,10.0,1
138584,10.0,1
138586,10.0,1
138588,NaN,1
138590,NaN,1
138592,NaN,1
138594,NaN,1
138596,NaN,1
138598,10.0,1
138600,NaN,1
138602,10.0,2
138604,NaN,1
138606,10.0,1
138608,NaN,2
138610,10.0,1
138612,NaN,1
138614,10.0,1
138616,10.0,1
138618,10.0,1
138620,NaN,1
138622,10.0,1
138624,NaN,1
138626,10.0,1
138628,10.0,1
138630,10.0,1
138632,10.0,2
138634,10.0,1
138636,10.0,1
138638,NaN,1
138640,NaN,1
138642,NaN,1
138644,NaN,1
138646,NaN,1
138648,NaN,1
138650,NaN,1
138652,NaN,1
138654,NaN,1
138656,10.0,1
138658,10.0,1
138660,NaN,1
138662,10.0,1
138664,NaN,1
138666,10.0,3
138668,10.0,1
138670,10.0,2
138672,10.0,1
138674,10.0,1
138676,NaN,1
138678,10.0,1
138680,10.0,1
138682,10.0,1
138684,NaN,2
138686,10.0,1
138688,10.0,1
138690,10.0,1
138692,10.0,2
138694,10.0,1
138696,NaN,1
138698,10.0,1
138700,NaN,2
138702,10.0,1
138704,10.0,1
138706,NaN,1
138708,10.0,1
138710,10.0,1
138712,NaN,1
138714,NaN,1
138716,NaN,1
138718,10.0,1
138720,NaN,1
138722,10.0,1
138724,NaN,1
138726,10.0,1
138728,10.0,1
138730,10.0,1
138732,10.0,1
138734,NaN,1
138736,10.0,1
138738,NaN,1
138740,NaN,2
138742,10.0,1
138744,NaN,1
138746,NaN,1
138748,NaN,1
138750,NaN,1
138752,NaN,1
138754,NaN,1
138756,NaN,1
138758,NaN,1
138760,NaN,1
138762,NaN,1
138764,NaN,1
138766,10.0,2
138768,10.0,1
138770,10.0,1
138772,10.0,1
138774,NaN,1
138776,10.0,1
138778,10.0,1
138780,10.0,1
138782,NaN,1
138784,15.0,4
138786,10.0,1
138788,NaN,1
138790,NaN,1
138792,NaN,1
138794,10.0,2
138796,10.0,1
138798,10.0,1
138800,NaN,1
138802,NaN,1
138804,NaN,1
138806,10.0,1
138808,NaN,1
138810,10.0,1
138812,10.0,2
138814,10.0,3
138816,10.0,1
138818,NaN,1
138820,NaN,1
138822,10.0,1
138824,NaN,1
138826,10.0,1
138828,10.0,1
138830,10.0,1
138832,10.0,1
138834,10.0,1
138836,10.0,2
138838,10.0,1
138840,10.0,1
138842,10.0,1
138844,10.0,1
138846,10.0,1
138848,10.0,1
138850,10.0,1
138852,NaN,1
138854,10.0,1
138856,NaN,1
138858,10.0,1
138860,10.0,1
138862,NaN,1
138864,10.0,1
138866,10.0,2
138868,NaN,1
138870,NaN,1
138874,10.0,1
138876,NaN,1
138880,10.0,1
138882,NaN,1
138884,10.0,1
138886,10.0,1
138888,NaN,1
138890,10.0,1
138892,NaN,1
138894,NaN,1
138896,10.0,1
138898,10.0,1
138900,10.0,1
138902,NaN,2
138904,10.0,1
138906,NaN,2
138908,NaN,1
138910,10.0,2
138912,NaN,1
138914,NaN,1
138916,10.0,1
138918,10.0,1
138920,10.0,1
138922,10.0,4
138924,NaN,1
138926,10.0,1
138928,NaN,2
138930,NaN,2
138932,NaN,1
138934,10.0,1
138936,10.0,1
138938,10.0,1
138940,NaN,1
138944,10.0,1
138946,10.0,1
138948,10.0,1
138950,10.0,1
138952,NaN,1
138954,10.0,1
138956,10.0,1
138958,10.0,2
138960,10.0,1
138962,10.0,1
138964,NaN,1
138966,10.0,1
138968,10.0,1
138970,NaN,1
138972,NaN,1
138974,NaN,1
138976,NaN,2
138978,10.0,2
138980,NaN,1
138982,NaN,1
138984,NaN,1
138986,NaN,1
138988,NaN,1
138990,NaN,1
138992,NaN,1
138994,NaN,1
138996,NaN,1
138998,10.0,2
139000,10.0,2
139004,10.0,1
139006,10.0,1
139008,10.0,5
139010,10.0,1
139012,NaN,1
139014,10.0,1
139016,10.0,1
139018,NaN,1
139020,NaN,1
139022,10.0,1
139024,NaN,1
139026,10.0,1
139028,NaN,4
139030,10.0,1
139032,10.0,2
139034,10.0,1
139036,NaN,1
139038,NaN,1
139040,10.0,2
139042,10.0,1
139044,NaN,1
139046,10.0,1
139048,10.0,2
139050,10.0,1
139052,10.0,1
139054,10.0,1
139056,NaN,1
139058,NaN,1
139060,10.0,1
139062,NaN,1
139064,10.0,1
139066,10.0,1
139068,10.0,1
139070,10.0,1
139072,NaN,1
139074,10.0,1
139076,10.0,1
139078,10.0,1
139080,10.0,2
139082,10.0,1
139084,10.0,1
139086,NaN,1
139088,NaN,1
139090,10.0,1
139092,NaN,3
139094,NaN,1
139096,10.0,2
139098,10.0,1
139100,10.0,1
139104,10.0,1
139106,10.0,1
139108,10.0,1
139110,NaN,2
139112,10.0,1
139114,10.0,1
139116,NaN,2
139118,10.0,1
139120,10.0,1
139122,10.0,1
139124,NaN,1
139126,10.0,1
139128,10.0,1
139130,10.0,1
139132,10.0,1
139134,10.0,1
139136,10.0,1
139138,10.0,1
139140,10.0,1
139142,10.0,1
139144,10.0,1
139146,10.0,1
139148,10.0,2
139150,10.0,1
139152,NaN,1
139154,10.0,1
139156,10.0,1
139158,10.0,1
139160,NaN,1
139162,NaN,3
139164,NaN,1
139166,NaN,1
139168,NaN,1
139170,NaN,2
139172,10.0,1
139174,10.0,1
139176,NaN,1
139178,NaN,1
139180,10.0,1
139182,NaN,1
139184,10.0,2
139186,10.0,1
139188,10.0,1
139190,10.0,1
139192,10.0,1
139194,NaN,1
139196,10.0,1
139198,10.0,2
139200,10.0,1
139202,NaN,1
139204,10.0,1
139206,NaN,1
139208,10.0,1
139210,10.0,1
139212,10.0,3
139214,10.0,1
139216,NaN,1
139218,10.0,1
139220,NaN,1
139222,NaN,2
139224,NaN,1
139226,NaN,1
139228,NaN,1
139230,10.0,1
139232,NaN,1
139234,10.0,1
139236,10.0,2
139238,NaN,1
139240,NaN,1
139242,10.0,1
139244,10.0,1
139246,10.0,1
139248,10.0,1
139250,NaN,1
139252,NaN,1
139254,10.0,1
139256,NaN,2
139258,10.0,1
139260,NaN,1
139262,NaN,1
139264,10.0,1
139266,10.0,1
139268,NaN,1
139270,10.0,1
139272,10.0,1
139274,10.0,1
139276,10.0,1
139278,NaN,1
139280,10.0,1
139282,NaN,1
139284,NaN,1
139286,10.0,1
139288,10.0,1
139290,10.0,1
139292,10.0,2
139294,NaN,1
139296,NaN,1
139298,NaN,1
139300,NaN,1
139302,10.0,1
139304,10.0,1
139306,10.0,1
139308,NaN,2
139310,NaN,1
139312,10.0,1
139314,10.0,1
139316,NaN,1
139318,10.0,1
139320,NaN,1
139322,NaN,1
139324,10.0,1
139326,10.0,2
139328,NaN,3
139330,NaN,1
139332,NaN,1
139334,10.0,1
139336,10.0,1
139338,NaN,1
139340,NaN,2
139342,NaN,1
139344,NaN,2
139346,NaN,1
139348,NaN,1
139350,NaN,1
139352,NaN,1
139354,NaN,3
139356,NaN,1
139358,10.0,1
139360,10.0,1
139362,10.0,2
139364,NaN,1
139366,10.0,1
139368,10.0,1
139370,10.0,1
139372,10.0,1
139374,NaN,1
139376,NaN,1
139378,NaN,1
139380,10.0,1
139382,NaN,1
139384,10.0,1
139386,10.0,1
139388,NaN,2
139390,10.0,1
139392,NaN,1
139394,10.0,2
139396,NaN,1
139398,10.0,1
139400,NaN,2
139402,NaN,1
139404,10.0,1
139406,NaN,1
139408,NaN,1
139410,NaN,2
139412,10.0,1
139414,NaN,1
139416,10.0,1
139418,NaN,1
139420,NaN,1
139422,NaN,1
139424,10.0,1
139426,10.0,1
139428,10.0,1
139430,NaN,2
139432,NaN,1
139434,NaN,1
139436,10.0,2
139438,10.0,1
139440,10.0,1
139442,NaN,1
139444,10.0,1
139446,10.0,1
139448,10.0,4
139450,10.0,1
139452,10.0,1
139454,10.0,1
139456,10.0,1
139458,NaN,1
139460,NaN,2
139462,NaN,1
139464,10.0,1
139466,NaN,2
139468,NaN,1
139470,10.0,1
139472,10.0,1
139474,10.0,1
139476,NaN,1
139478,10.0,1
139480,10.0,1
139482,10.0,1
139484,10.0,1
139486,10.0,1
139488,NaN,1
139490,NaN,1
139492,NaN,3
139496,NaN,1
139498,NaN,1
139500,NaN,1
139502,NaN,1
139504,NaN,2
139506,NaN,1
139508,NaN,1
139510,10.0,1
139512,NaN,1
139514,10.0,1
139516,NaN,1
139518,10.0,1
139520,10.0,1
139522,NaN,1
139524,10.0,1
139526,10.0,1
139528,NaN,1
139530,10.0,2
139532,NaN,1
139534,10.0,1
139536,NaN,1
139538,10.0,1
139540,10.0,1
139542,NaN,1
139544,10.0,1
139546,10.0,1
139548,10.0,1
139550,10.0,2
139552,10.0,1
139554,10.0,1
139558,10.0,2
139560,NaN,1
139562,10.0,1
139564,10.0,2
139568,10.0,1
139570,10.0,1
139572,NaN,1
139574,10.0,1
139576,10.0,1
139578,10.0,1
139580,15.0,1
139582,NaN,1
139584,10.0,1
139586,NaN,1
139588,10.0,1
139590,NaN,1
139592,NaN,1
139594,NaN,1
139596,10.0,1
139598,10.0,1
139600,NaN,1
139602,10.0,1
139604,NaN,1
139606,NaN,1
139608,10.0,2
139610,NaN,1
139612,10.0,2
139614,NaN,1
139616,NaN,1
139618,10.0,1
139620,10.0,1
139622,10.0,1
139624,NaN,1
139628,NaN,1
139630,10.0,1
139632,10.0,1
139634,NaN,3
139636,NaN,1
139638,10.0,1
139640,NaN,1
139642,NaN,1
139644,10.0,1
139646,NaN,1
139648,NaN,1
139650,NaN,1
139652,10.0,1
139654,NaN,1
139656,10.0,1
139658,NaN,3
139660,10.0,1
139662,10.0,2
139664,10.0,1
139666,NaN,3
139668,10.0,1
139670,NaN,2
139672,NaN,1
139674,NaN,1
139676,NaN,1
139678,10.0,1
139680,NaN,1
139682,10.0,1
139684,10.0,1
139686,NaN,1
139688,10.0,1
139690,10.0,1
139692,NaN,1
139694,NaN,1
139696,NaN,3
139698,NaN,1
139700,NaN,1
139702,10.0,1
139704,NaN,1
139706,NaN,1
139708,10.0,2
139710,10.0,1
139712,10.0,1
139714,10.0,1
139716,10.0,1
139718,10.0,1
139720,10.0,1
139722,NaN,1
139724,NaN,1
139726,NaN,1
139728,NaN,1
139730,NaN,1
139732,NaN,2
139734,NaN,1
139736,NaN,1
139738,NaN,1
139740,NaN,1
139742,NaN,1
139744,NaN,1
139746,NaN,1
139748,NaN,3
139750,NaN,1
139752,NaN,1
139754,NaN,2
139756,NaN,1
139758,10.0,1
139760,NaN,1
139762,NaN,1
139764,NaN,2
139766,10.0,1
139768,NaN,1
139770,NaN,1
139772,10.0,1
139774,NaN,2
139776,10.0,2
139778,NaN,1
139780,NaN,1
139782,10.0,5
139784,NaN,1
139786,10.0,1
139790,10.0,1
139792,NaN,1
139794,10.0,1
139796,NaN,1
139798,10.0,1
139800,10.0,2
139802,10.0,1
139804,NaN,1
139806,10.0,1
139808,NaN,1
139810,NaN,1
139812,NaN,1
139814,10.0,1
139816,10.0,1
139818,10.0,1
139820,10.0,1
139822,NaN,1
139824,10.0,1
139826,10.0,1
139828,10.0,1
139830,NaN,1
139832,NaN,1
139834,NaN,1
139836,10.0,1
139838,10.0,1
139840,NaN,1
139842,10.0,2
139844,NaN,1
139846,NaN,1
139848,10.0,1
139850,10.0,1
139852,NaN,2
139854,NaN,1
139856,10.0,1
139858,10.0,2
139860,NaN,1
139862,10.0,1
139864,10.0,1
139866,NaN,1
139868,10.0,1
139870,10.0,1
139872,10.0,1
139874,10.0,1
139876,10.0,1
139878,NaN,1
139880,10.0,1
139882,10.0,1
139884,NaN,1
139886,10.0,1
139888,NaN,1
139890,10.0,1
139892,NaN,1
139894,10.0,1
139896,NaN,1
139898,NaN,1
139900,10.0,1
139902,10.0,2
139904,10.0,1
139906,10.0,1
139908,10.0,1
139910,10.0,1
139912,10.0,1
139914,10.0,1
139916,10.0,1
139918,NaN,1
139920,NaN,1
139922,10.0,1
139924,10.0,1
139926,NaN,1
139928,10.0,1
139930,10.0,1
139932,10.0,1
139934,10.0,1
139936,NaN,1
139938,NaN,1
139940,NaN,1
139942,NaN,1
139944,10.0,1
139946,NaN,1
139948,NaN,1
139950,NaN,1
139952,10.0,1
139954,10.0,1
139956,NaN,1
139958,10.0,1
139960,10.0,1
139962,NaN,1
139964,10.0,1
139966,NaN,1
139968,10.0,1
139970,10.0,1
139972,10.0,1
139974,10.0,1
139976,10.0,1
139978,10.0,1
139980,10.0,1
139982,10.0,1
139984,10.0,1
139986,10.0,1
139988,NaN,1
139990,10.0,1
139992,10.0,1
139994,10.0,1
139996,NaN,1
139998,10.0,3
140000,NaN,1
140002,NaN,1
140004,NaN,1
140006,NaN,1
140008,10.0,1
140010,10.0,1
140012,10.0,1
140014,NaN,1
140016,10.0,1
140018,10.0,1
140020,10.0,1
140022,10.0,2
140024,10.0,1
140026,10.0,1
140028,NaN,1
140030,NaN,1
140032,10.0,1
140034,NaN,1
140036,10.0,1
140038,10.0,1
140040,NaN,1
140042,10.0,1
