,RaceDesc,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,OverallJobAccess_quantileNum_10q,lowwagelaborforce_quantileNum_10q,Access30Transit_quantileNum_10q,Access30Transit_ts_quantileNum_10q,spatialmismatch_quantileNum_10q,SAP,Agency,Language,Age_bin,total_boardings
15207,2,1,0,1,2,0,3,0,4,5,1,0,0,5,3,215.0
15236,0,1,0,1,2,0,3,0,4,5,1,1,0,0,2,13.0
15238,0,1,0,1,2,0,3,0,4,5,1,0,0,0,2,0.0
15239,6,1,0,1,2,0,3,0,4,5,1,0,1,0,1,12.0
15243,3,1,0,1,2,0,3,0,4,5,1,0,0,0,1,0.0
15244,2,1,0,1,2,0,3,0,4,5,1,0,0,1,5,5.0
15247,1,1,0,1,2,0,3,0,4,5,1,0,0,0,1,0.0
15248,7,1,0,1,2,0,3,0,4,5,1,0,4,0,2,0.0
15249,1,1,0,1,2,0,3,0,4,5,1,1,2,0,3,20.0
15255,3,1,0,1,2,0,3,0,4,5,1,0,5,2,0,0.0
15256,7,1,0,1,2,0,3,0,4,5,1,0,4,5,0,0.0
15257,1,1,0,1,2,0,3,0,4,5,1,0,0,5,3,0.0
15258,2,1,0,1,2,0,3,0,4,5,1,0,1,0,2,0.0
15259,0,1,0,1,2,0,3,0,4,5,1,1,0,0,4,140.0
15274,3,0,3,0,0,3,1,8,0,1,9,0,0,0,2,0.0
15275,1,0,3,0,0,3,1,8,0,1,9,1,3,0,2,48.0
15284,0,0,3,0,0,3,1,8,0,1,9,0,1,0,0,0.0
15285,0,0,3,0,0,3,1,8,0,1,9,0,1,0,2,0.0
15286,1,1,3,0,0,3,4,7,2,1,8,1,2,0,2,0.0
15287,1,1,3,0,0,3,4,7,2,1,8,1,3,5,4,0.0
15288,0,1,3,0,0,3,4,7,2,1,8,0,0,0,4,19.0
15295,0,1,3,0,0,3,4,7,2,1,8,0,0,0,1,0.0
15296,1,1,3,0,0,3,4,7,2,1,8,0,0,5,1,0.0
15297,1,1,3,0,0,3,4,7,2,1,8,0,5,0,1,0.0
15298,1,1,3,0,0,3,4,7,2,1,8,0,5,5,3,1.0
15299,1,1,3,0,0,3,4,7,2,1,8,1,3,0,5,7.0
15303,0,1,3,0,0,3,4,7,2,1,8,0,1,0,2,0.0
15304,1,1,3,0,0,3,4,7,2,1,8,1,0,0,0,51.0
15309,0,1,3,0,0,3,4,7,2,1,8,0,0,0,2,0.0
15310,3,1,3,0,0,3,4,7,2,1,8,1,0,0,1,0.0
15311,5,1,3,0,0,3,4,7,2,1,8,0,1,0,3,0.0
15312,0,1,3,0,0,3,4,7,2,1,8,0,0,0,2,0.0
15313,1,1,3,0,0,3,4,7,2,1,8,1,2,0,2,0.0
15314,2,1,3,0,0,3,4,7,2,1,8,1,0,0,5,1.0
15315,0,1,3,0,0,3,4,7,2,1,8,0,0,0,1,28.0
15328,5,0,2,0,0,3,2,5,1,2,7,0,1,0,2,0.0
15329,3,0,2,0,0,3,2,5,1,2,7,0,0,0,0,10.0
15336,5,0,2,0,0,3,2,5,1,2,7,0,0,0,1,0.0
15337,1,0,2,0,0,3,2,5,1,2,7,0,1,0,2,0.0
15338,8,0,2,0,0,3,2,5,1,2,7,0,0,0,1,0.0
15339,2,0,2,0,0,3,2,5,1,2,7,0,0,0,1,1.0
15340,5,0,2,0,0,3,2,5,1,2,7,0,0,0,4,0.0
15341,3,0,3,2,1,3,2,7,5,4,8,0,0,2,4,64.0
15360,3,0,3,2,1,3,2,7,5,4,8,0,5,2,4,17.0
15366,1,0,3,2,1,3,2,7,5,4,8,0,0,0,3,93.0
15370,0,0,3,2,1,3,2,7,5,4,8,1,2,0,2,10.0
15373,4,0,3,2,1,3,2,7,5,4,8,0,0,0,1,394.0
15418,3,0,3,2,1,3,2,7,5,4,8,0,0,2,4,603.0
15456,3,0,3,2,1,3,2,7,5,4,8,0,1,0,0,0.0
15457,6,0,3,2,1,3,2,7,5,4,8,1,2,0,3,0.0
15458,2,0,3,2,1,3,2,7,5,4,8,0,0,0,2,30.0
15465,1,0,3,2,1,3,2,7,5,4,8,0,4,0,4,0.0
15466,1,0,3,2,1,3,2,7,5,4,8,0,1,0,0,0.0
15467,1,0,3,2,1,3,2,7,5,4,8,0,0,0,2,0.0
15468,3,0,3,2,1,3,2,7,5,4,8,0,0,0,3,217.0
15500,1,0,3,2,1,3,2,7,5,4,8,0,0,0,2,149.0
15511,1,0,3,2,1,3,2,7,5,4,8,0,0,0,3,0.0
15512,0,0,3,2,1,3,2,7,5,4,8,0,1,0,3,0.0
15513,1,0,3,2,1,3,2,7,5,4,8,0,0,0,1,7.0
15516,1,0,3,2,1,3,2,7,5,4,8,0,0,0,0,0.0
15517,1,0,3,2,1,3,2,7,5,4,8,1,0,0,0,228.0
15533,3,0,3,2,1,3,2,7,5,4,8,0,0,2,4,264.0
15552,3,0,3,2,1,3,2,7,5,4,8,0,5,2,1,108.0
15572,3,0,3,2,1,3,2,7,5,4,8,0,0,2,1,0.0
15573,3,0,3,2,1,3,2,7,5,4,8,0,0,2,2,0.0
15574,3,0,3,2,1,3,2,7,5,4,8,0,0,2,2,0.0
15575,3,0,3,2,1,3,2,7,5,4,8,0,0,2,2,0.0
15576,8,0,3,2,1,3,2,7,5,4,8,0,1,0,0,4.0
15580,3,3,0,0,0,0,9,2,0,0,0,0,0,2,3,0.0
15581,3,3,0,0,0,0,9,2,0,0,0,0,0,2,1,0.0
15582,1,3,0,0,0,0,9,2,0,0,0,0,0,0,4,0.0
15583,0,3,0,0,0,0,9,2,0,0,0,0,0,0,2,0.0
15584,3,1,1,0,0,1,3,3,0,0,4,0,0,2,0,0.0
15585,1,1,1,0,0,1,3,3,0,0,4,0,4,0,3,71.0
15591,0,2,2,3,3,1,5,5,7,7,4,1,3,0,1,0.0
15592,0,2,2,3,3,1,5,5,7,7,4,0,0,0,3,37.0
15595,0,2,2,3,3,1,5,5,7,7,4,1,3,5,2,0.0
15596,4,2,2,3,3,1,5,5,7,7,4,1,0,0,4,0.0
15597,0,2,2,3,3,1,5,5,7,7,4,0,0,0,2,7.0
15600,1,2,2,3,3,1,5,5,7,7,4,1,0,0,3,3.0
15602,0,2,2,3,3,1,5,5,7,7,4,0,0,0,1,2.0
15603,3,2,2,3,3,1,5,5,7,7,4,0,5,0,4,896.0
15633,1,2,2,3,3,1,5,5,7,7,4,0,0,5,3,184.0
15654,1,2,2,3,3,1,5,5,7,7,4,1,0,0,3,0.0
15655,1,2,2,3,3,1,5,5,7,7,4,1,2,0,3,0.0
15656,0,2,2,3,3,1,5,5,7,7,4,1,3,0,0,35.0
15660,0,2,2,3,3,1,5,5,7,7,4,0,3,0,1,0.0
15661,1,2,2,3,3,1,5,5,7,7,4,0,3,0,1,0.0
15662,0,2,2,3,3,1,5,5,7,7,4,0,0,0,1,22.0
15669,0,2,2,3,3,1,5,5,7,7,4,0,0,0,1,0.0
15670,4,2,2,3,3,1,5,5,7,7,4,0,0,0,1,0.0
15671,0,2,2,3,3,1,5,5,7,7,4,1,3,0,0,4.0
15675,4,2,2,3,3,1,5,5,7,7,4,0,0,0,1,0.0
15676,2,2,2,3,3,1,5,5,7,7,4,0,4,5,2,59.0
15680,1,2,2,3,3,1,5,5,7,7,4,0,0,0,1,7.0
15686,0,0,0,2,2,1,1,0,7,7,2,0,0,0,3,0.0
15687,0,0,0,2,2,1,1,0,7,7,2,0,0,0,4,0.0
15688,0,0,0,2,2,1,1,0,7,7,2,0,0,0,4,0.0
15689,0,0,0,2,2,1,1,0,7,7,2,0,0,0,1,2.0
15690,0,0,0,2,2,1,1,0,7,7,2,0,0,0,0,0.0
15691,0,0,0,2,2,1,1,0,7,7,2,1,0,0,4,0.0
15692,0,0,0,2,2,1,1,0,7,7,2,1,0,0,3,0.0
15693,0,0,0,2,2,1,1,0,7,7,2,0,0,0,1,123.0
15711,3,0,0,2,2,1,1,0,7,7,2,0,0,0,1,0.0
15712,3,0,0,2,2,1,1,0,7,7,2,0,0,0,1,77.0
15755,0,3,2,3,3,1,8,6,8,8,2,0,0,0,4,0.0
15756,0,3,2,3,3,1,8,6,8,8,2,1,3,0,1,0.0
15757,0,3,2,3,3,1,8,6,8,8,2,0,1,0,1,151.0
15769,3,3,2,3,3,1,8,6,8,8,2,0,0,2,3,2.0
15770,3,3,2,3,3,1,8,6,8,8,2,0,0,2,2,31.0
15778,1,3,2,3,3,1,8,6,8,8,2,1,3,0,1,0.0
15779,0,3,2,3,3,1,8,6,8,8,2,0,0,0,1,12.0
15783,2,3,2,3,3,1,8,6,8,8,2,0,0,0,1,41.0
15791,3,3,2,3,3,1,8,6,8,8,2,0,0,2,2,114.0
15806,7,3,2,3,3,1,8,6,8,8,2,0,4,0,0,260.0
15838,0,3,2,3,3,1,8,6,8,8,2,0,0,0,1,1.0
15839,5,3,2,3,3,1,8,6,8,8,2,0,1,0,3,0.0
15840,1,3,2,3,3,1,8,6,8,8,2,1,0,0,2,1.0
15841,3,3,2,3,3,1,8,6,8,8,2,0,0,2,2,396.0
15879,3,3,2,3,3,1,8,6,8,8,2,0,5,2,3,73.0
15902,8,3,2,3,3,1,8,6,8,8,2,0,0,0,0,57.0
15906,0,3,2,3,3,1,8,6,8,8,2,0,0,0,3,0.0
15907,4,3,2,3,3,1,8,6,8,8,2,1,0,0,5,81.0
15919,1,3,2,3,3,1,8,6,8,8,2,0,3,0,3,0.0
15920,5,3,2,3,3,1,8,6,8,8,2,1,0,0,4,0.0
15921,2,3,2,3,3,1,8,6,8,8,2,1,0,0,4,0.0
15922,1,3,2,3,3,1,8,6,8,8,2,1,3,0,0,0.0
15923,2,3,2,3,3,1,8,6,8,8,2,0,0,0,1,31.0
15927,3,3,2,3,3,1,8,6,8,8,2,0,0,0,0,227.0
15942,0,3,2,3,3,1,8,6,8,8,2,0,4,5,1,6.0
15943,5,3,2,3,3,1,8,6,8,8,2,0,0,0,2,194.0
15967,3,3,2,3,3,1,8,6,8,8,2,0,0,0,4,50.0
15977,1,3,2,3,3,1,8,6,8,8,2,1,3,0,2,27.0
15984,0,3,2,3,3,1,8,6,8,8,2,0,0,0,4,0.0
15985,0,3,2,3,3,1,8,6,8,8,2,1,2,0,1,485.0
16009,4,3,2,3,3,1,8,6,8,8,2,1,0,0,4,70.0
16028,1,3,2,3,3,1,8,6,8,8,2,1,0,5,5,280.0
16050,2,3,2,3,3,1,8,6,8,8,2,1,2,1,5,0.0
16051,1,3,2,3,3,1,8,6,8,8,2,0,3,0,5,0.0
16052,3,3,2,3,3,1,8,6,8,8,2,0,0,2,1,326.0
16072,1,3,2,3,3,1,8,6,8,8,2,1,2,0,4,3.0
16074,3,3,2,3,3,1,8,6,8,8,2,0,0,2,1,99.0
16079,0,3,2,3,3,1,8,6,8,8,2,0,0,0,4,0.0
16080,3,3,2,3,3,1,8,6,8,8,2,0,4,0,4,145.0
16091,0,3,2,3,3,1,8,6,8,8,2,1,2,0,5,1.0
16092,1,3,2,3,3,1,8,6,8,8,2,0,3,0,4,0.0
16093,1,3,2,3,3,1,8,6,8,8,2,1,0,5,1,263.0
16112,1,3,2,3,3,1,8,6,8,8,2,1,3,0,5,86.0
16119,0,0,2,2,2,3,1,5,5,6,7,1,3,0,3,0.0
16120,2,0,2,2,2,3,1,5,5,6,7,0,0,0,3,135.0
16127,1,0,2,2,2,3,1,5,5,6,7,1,3,0,3,0.0
16128,2,0,2,2,2,3,1,5,5,6,7,0,4,0,5,17.0
16135,7,0,2,2,2,3,1,5,5,6,7,0,0,0,1,0.0
16136,3,0,2,2,2,3,1,5,5,6,7,0,0,2,2,0.0
16137,1,0,2,2,2,3,1,5,5,6,7,1,3,0,2,34.0
16142,3,0,2,2,2,3,1,5,5,6,7,0,0,2,2,0.0
16143,0,0,2,2,2,3,1,5,5,6,7,0,0,0,1,0.0
16144,4,0,2,2,2,3,1,5,5,6,7,0,0,0,0,24.0
16149,3,0,2,2,2,3,1,5,5,6,7,0,0,2,2,0.0
16150,5,0,2,2,2,3,1,5,5,6,7,0,0,0,1,7.0
16152,4,0,2,2,2,3,1,5,5,6,7,0,0,0,1,72.0
16171,0,0,2,2,2,3,1,5,5,6,7,1,2,0,2,0.0
16172,1,0,2,2,2,3,1,5,5,6,7,1,0,0,1,0.0
16173,3,0,2,2,2,3,1,5,5,6,7,0,0,2,4,0.0
16174,3,0,2,2,2,3,1,5,5,6,7,0,0,2,3,954.0
16222,0,0,0,0,1,1,1,1,1,2,4,0,3,0,3,0.0
16223,1,0,0,0,1,1,1,1,1,2,4,0,0,0,3,0.0
16224,0,0,0,0,1,1,1,1,1,2,4,0,1,0,4,0.0
16225,4,0,0,0,1,1,1,1,1,2,4,0,5,0,1,0.0
16226,0,3,1,3,2,0,8,2,7,7,1,1,3,0,4,0.0
16227,0,3,1,3,2,0,8,2,7,7,1,0,0,0,1,9.0
16231,2,3,1,3,2,0,8,2,7,7,1,0,0,0,0,13.0
16236,2,3,1,3,2,0,8,2,7,7,1,0,0,0,0,0.0
16237,3,3,1,3,2,0,8,2,7,7,1,0,0,2,0,767.0
16283,0,1,1,0,0,1,4,4,1,2,4,1,3,0,3,0.0
16284,1,1,1,0,0,1,4,4,1,2,4,0,4,0,1,18.0
16288,5,1,1,0,0,1,4,4,1,2,4,0,1,0,0,0.0
16289,5,1,1,0,0,1,4,4,1,2,4,0,1,0,0,0.0
16290,1,1,1,0,0,1,4,4,1,2,4,0,1,0,1,2.0
16292,1,1,1,0,0,1,4,4,1,2,4,0,1,0,2,0.0
16293,6,1,1,0,0,1,4,4,1,2,4,0,1,0,1,0.0
16294,1,1,1,0,0,1,4,4,1,2,4,1,0,0,4,0.0
16295,0,1,1,0,0,1,4,4,1,2,4,0,4,0,3,19.0
16298,1,2,0,3,3,0,5,0,8,8,0,1,2,0,4,0.0
16299,0,2,0,3,3,0,5,0,8,8,0,1,3,0,3,30.0
16302,0,2,0,3,3,0,5,0,8,8,0,0,4,0,1,107.0
16331,0,2,0,3,3,0,5,0,8,8,0,0,0,0,1,25.0
16345,0,2,0,3,3,0,5,0,8,8,0,0,4,0,5,0.0
16346,0,2,0,3,3,0,5,0,8,8,0,0,0,0,3,10.0
16349,2,2,0,3,3,0,5,0,8,8,0,0,0,0,0,0.0
16350,2,2,0,3,3,0,5,0,8,8,0,0,0,0,0,0.0
16351,4,2,0,3,3,0,5,0,8,8,0,0,0,0,2,0.0
16352,1,2,0,3,3,0,5,0,8,8,0,0,1,0,3,0.0
16353,0,2,0,3,3,0,5,0,8,8,0,0,0,0,1,0.0
16354,4,2,0,3,3,0,5,0,8,8,0,0,0,0,0,0.0
16355,1,2,0,3,3,0,5,0,8,8,0,0,1,0,1,0.0
16356,0,2,0,3,3,0,5,0,8,8,0,0,4,0,2,0.0
16357,2,2,0,3,3,0,5,0,8,8,0,0,0,5,4,3.0
16358,1,2,0,3,3,0,5,0,8,8,0,0,4,0,0,0.0
16359,1,2,0,3,3,0,5,0,8,8,0,0,0,0,4,78.0
16368,1,2,0,3,3,0,5,0,8,8,0,1,3,5,3,70.0
16377,0,2,0,3,3,0,5,0,8,8,0,0,1,0,4,0.0
16378,0,0,3,3,3,3,2,8,7,7,9,0,5,0,4,0.0
16379,4,0,3,3,3,3,2,8,7,7,9,0,4,0,1,21.0
16388,6,0,3,3,3,3,2,8,7,7,9,1,2,0,3,150.0
16401,0,0,3,3,3,3,2,8,7,7,9,0,0,0,4,0.0
16402,0,0,3,3,3,3,2,8,7,7,9,0,0,0,1,6.0
16404,3,0,3,3,3,3,2,8,7,7,9,0,0,2,1,88.0
16422,0,0,3,3,3,3,2,8,7,7,9,0,4,0,1,38.0
16440,0,0,3,3,3,3,2,8,7,7,9,0,0,0,0,3.0
16441,0,0,3,3,3,3,2,8,7,7,9,0,0,0,1,37.0
16457,1,0,3,3,3,3,2,8,7,7,9,0,1,0,3,0.0
16458,0,0,3,3,3,3,2,8,7,7,9,0,1,0,3,0.0
16459,0,0,3,3,3,3,2,8,7,7,9,1,0,0,2,0.0
16460,0,0,3,3,3,3,2,8,7,7,9,0,1,0,4,0.0
16461,1,0,3,3,3,3,2,8,7,7,9,0,0,0,1,0.0
16462,0,0,3,3,3,3,2,8,7,7,9,0,4,0,4,5.0
16464,1,0,3,3,3,3,2,8,7,7,9,1,2,0,3,0.0
16465,1,0,3,3,3,3,2,8,7,7,9,0,1,0,3,0.0
16466,0,0,3,3,3,3,2,8,7,7,9,0,1,0,4,0.0
16467,1,0,3,3,3,3,2,8,7,7,9,1,2,0,4,0.0
16468,4,0,3,3,3,3,2,8,7,7,9,0,0,0,1,4.0
16469,0,2,3,1,0,3,5,7,2,1,7,1,3,0,4,0.0
16470,0,2,3,1,0,3,5,7,2,1,7,0,3,0,2,0.0
16471,1,2,3,1,0,3,5,7,2,1,7,1,3,0,5,0.0
16472,1,2,3,1,0,3,5,7,2,1,7,1,3,0,3,0.0
16473,3,2,3,1,0,3,5,7,2,1,7,1,3,0,3,0.0
16474,0,2,3,1,0,3,5,7,2,1,7,1,3,0,1,0.0
16475,0,2,3,1,0,3,5,7,2,1,7,0,0,0,4,10.0
16478,0,2,3,1,0,3,5,7,2,1,7,1,3,0,1,0.0
16479,1,2,3,1,0,3,5,7,2,1,7,0,0,0,4,1.0
16480,1,2,3,1,0,3,5,7,2,1,7,0,0,5,1,103.0
16486,0,2,3,1,0,3,5,7,2,1,7,0,3,0,3,0.0
16487,3,2,3,1,0,3,5,7,2,1,7,1,3,0,2,0.0
16488,0,2,3,1,0,3,5,7,2,1,7,0,3,0,2,19.0
16501,1,2,3,1,0,3,5,7,2,1,7,0,0,0,0,0.0
16502,0,2,3,1,0,3,5,7,2,1,7,0,0,0,2,24.0
16512,0,2,3,1,0,3,5,7,2,1,7,1,3,0,1,0.0
16513,8,2,3,1,0,3,5,7,2,1,7,0,3,0,2,0.0
16514,1,2,3,1,0,3,5,7,2,1,7,0,1,0,1,2.0
16515,1,2,3,1,0,3,5,7,2,1,7,1,3,0,0,84.0
16527,7,2,3,1,0,3,5,7,2,1,7,0,1,0,2,0.0
16528,1,2,3,1,0,3,5,7,2,1,7,1,0,5,5,4.0
16531,1,2,3,1,0,3,5,7,2,1,7,1,3,0,4,0.0
16532,1,2,3,1,0,3,5,7,2,1,7,1,3,0,4,0.0
16533,6,2,3,1,0,3,5,7,2,1,7,0,3,0,3,0.0
16534,0,2,3,1,0,3,5,7,2,1,7,0,3,0,2,4.0
16536,0,2,3,1,0,3,5,7,2,1,7,0,1,0,3,0.0
16537,1,2,3,1,0,3,5,7,2,1,7,1,3,0,2,123.0
16550,1,2,3,1,0,3,5,7,2,1,7,1,0,0,4,0.0
16551,0,2,3,1,0,3,5,7,2,1,7,0,0,0,4,26.0
16561,0,2,3,1,0,3,5,7,2,1,7,1,3,0,3,0.0
16562,0,2,3,1,0,3,5,7,2,1,7,0,3,0,3,0.0
16563,3,2,3,1,0,3,5,7,2,1,7,0,0,0,0,0.0
16564,6,2,3,1,0,3,5,7,2,1,7,0,1,0,0,0.0
16565,1,2,3,1,0,3,5,7,2,1,7,0,3,0,1,0.0
16566,0,2,3,1,0,3,5,7,2,1,7,0,3,0,1,0.0
16567,0,2,3,1,0,3,5,7,2,1,7,0,3,0,2,0.0
16568,0,2,3,1,0,3,5,7,2,1,7,1,3,0,4,296.0
16580,1,2,3,1,0,3,5,7,2,1,7,1,0,0,4,14.0
16584,5,2,3,1,0,3,5,7,2,1,7,1,4,0,0,0.0
16585,5,2,3,1,0,3,5,7,2,1,7,1,4,0,0,0.0
16586,0,2,3,1,0,3,5,7,2,1,7,0,1,0,1,0.0
16587,0,2,3,1,0,3,5,7,2,1,7,1,3,0,3,6.0
16589,4,2,3,1,0,3,5,7,2,1,7,1,3,0,0,0.0
16590,4,2,3,1,0,3,5,7,2,1,7,1,3,0,0,0.0
16591,0,2,3,1,0,3,5,7,2,1,7,0,1,0,2,0.0
16592,0,2,3,1,0,3,5,7,2,1,7,0,1,0,2,0.0
16593,0,2,3,1,0,3,5,7,2,1,7,0,3,0,2,0.0
16594,6,2,3,1,0,3,5,7,2,1,7,1,3,0,2,0.0
16595,3,2,3,1,0,3,5,7,2,1,7,1,3,0,2,8.0
16597,0,2,3,1,0,3,5,7,2,1,7,0,1,0,1,0.0
16598,1,2,3,1,0,3,5,7,2,1,7,0,1,0,1,0.0
16599,1,2,3,1,0,3,5,7,2,1,7,1,3,0,5,0.0
16600,8,2,3,1,0,3,5,7,2,1,7,0,1,0,2,0.0
16601,0,2,3,1,0,3,5,7,2,1,7,1,3,0,1,0.0
16602,4,2,3,1,0,3,5,7,2,1,7,0,0,0,0,1.0
16603,0,2,3,1,0,3,5,7,2,1,7,0,1,0,0,0.0
16604,0,2,3,1,0,3,5,7,2,1,7,0,1,0,4,0.0
16605,5,2,3,1,0,3,5,7,2,1,7,0,4,0,2,245.0
16635,1,2,3,1,0,3,5,7,2,1,7,1,3,0,3,0.0
16636,1,2,3,1,0,3,5,7,2,1,7,0,1,0,0,0.0
16637,3,2,3,1,0,3,5,7,2,1,7,0,3,0,4,27.0
16644,3,2,3,1,0,3,5,7,2,1,7,0,0,2,2,243.0
16672,5,2,3,1,0,3,5,7,2,1,7,1,2,0,2,0.0
16673,3,2,3,1,0,3,5,7,2,1,7,0,3,0,3,0.0
16674,1,0,2,1,1,3,0,7,2,3,8,1,3,0,3,0.0
16675,6,0,2,1,1,3,0,7,2,3,8,0,4,0,4,80.0
16682,3,0,2,1,1,3,0,7,2,3,8,0,5,2,1,0.0
16683,2,0,2,1,1,3,0,7,2,3,8,0,0,1,2,0.0
16684,1,0,2,1,1,3,0,7,2,3,8,1,3,0,1,0.0
16685,3,0,2,1,1,3,0,7,2,3,8,1,2,2,3,152.0
16697,0,0,2,1,1,3,0,7,2,3,8,0,0,0,2,2.0
16698,1,0,2,1,1,3,0,7,2,3,8,0,1,0,1,0.0
16699,3,0,2,1,1,3,0,7,2,3,8,0,5,0,0,0.0
16700,0,0,2,1,1,3,0,7,2,3,8,0,1,0,3,0.0
16701,1,0,2,1,1,3,0,7,2,3,8,0,0,0,0,0.0
16702,1,0,2,1,1,3,0,7,2,3,8,1,2,0,5,0.0
16703,1,0,2,1,1,3,0,7,2,3,8,0,1,0,4,0.0
16704,1,0,2,1,1,3,0,7,2,3,8,0,1,0,1,0.0
16705,1,0,2,1,1,3,0,7,2,3,8,0,1,0,5,0.0
16706,3,0,2,1,1,3,0,7,2,3,8,0,0,0,4,0.0
16707,0,2,1,3,3,1,5,4,7,7,4,0,0,0,1,3.0
16708,2,2,1,3,3,1,5,4,7,7,4,0,0,0,1,9.0
16712,2,2,1,3,3,1,5,4,7,7,4,0,0,0,2,0.0
16713,6,2,1,3,3,1,5,4,7,7,4,1,2,0,1,16.0
16718,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,8.0
16721,1,2,1,3,3,1,5,4,7,7,4,1,0,0,0,64.0
16731,0,2,1,3,3,1,5,4,7,7,4,1,2,0,3,17.0
16733,3,2,1,3,3,1,5,4,7,7,4,1,2,0,0,9.0
16736,0,2,1,3,3,1,5,4,7,7,4,1,2,0,4,28.0
16739,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,158.0
16757,1,2,1,3,3,1,5,4,7,7,4,0,0,0,1,0.0
16758,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,4.0
16761,0,2,1,3,3,1,5,4,7,7,4,1,2,0,0,6.0
16765,1,2,1,3,3,1,5,4,7,7,4,1,2,0,1,67.0
16773,0,2,1,3,3,1,5,4,7,7,4,0,3,0,5,53.0
16784,0,2,1,3,3,1,5,4,7,7,4,0,0,0,2,2.0
16785,0,2,1,3,3,1,5,4,7,7,4,0,1,0,1,0.0
16786,0,2,1,3,3,1,5,4,7,7,4,0,0,0,1,61.0
16799,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,6.0
16803,0,2,1,3,3,1,5,4,7,7,4,0,0,0,3,0.0
16804,0,2,1,3,3,1,5,4,7,7,4,0,0,0,2,0.0
16805,0,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16806,2,2,1,3,3,1,5,4,7,7,4,0,0,0,2,32.0
16815,6,2,1,3,3,1,5,4,7,7,4,0,0,0,1,35.0
16824,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,3.0
16826,4,2,1,3,3,1,5,4,7,7,4,0,0,0,0,64.0
16835,0,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16836,1,2,1,3,3,1,5,4,7,7,4,1,0,0,0,51.0
16844,4,2,1,3,3,1,5,4,7,7,4,0,0,0,1,46.0
16856,2,2,1,3,3,1,5,4,7,7,4,1,0,0,3,0.0
16857,2,2,1,3,3,1,5,4,7,7,4,0,0,5,4,2.0
16858,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16859,0,2,1,3,3,1,5,4,7,7,4,0,0,0,0,1.0
16860,0,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16861,5,2,1,3,3,1,5,4,7,7,4,0,1,0,0,1.0
16862,3,2,1,3,3,1,5,4,7,7,4,0,0,0,1,1.0
16863,3,2,1,3,3,1,5,4,7,7,4,1,4,0,0,3.0
16866,5,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16867,4,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16868,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16869,2,2,1,3,3,1,5,4,7,7,4,0,0,0,1,130.0
16889,4,2,1,3,3,1,5,4,7,7,4,0,0,0,1,0.0
16890,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
16891,0,2,1,3,3,1,5,4,7,7,4,0,0,0,1,34.0
16905,4,2,1,3,3,1,5,4,7,7,4,0,0,0,1,441.0
16946,1,2,1,3,3,1,5,4,7,7,4,0,0,0,0,231.0
16977,3,2,1,3,3,1,5,4,7,7,4,0,4,0,0,0.0
16978,0,2,1,3,3,1,5,4,7,7,4,1,2,0,2,17.0
16985,0,2,1,3,3,1,5,4,7,7,4,0,1,0,4,0.0
16986,0,2,1,3,3,1,5,4,7,7,4,1,2,0,0,44.0
16995,1,2,1,3,3,1,5,4,7,7,4,1,2,0,4,304.0
17018,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,29.0
17029,4,2,1,3,3,1,5,4,7,7,4,0,4,0,3,4.0
17032,0,2,1,3,3,1,5,4,7,7,4,0,0,0,0,61.0
17054,0,2,1,3,3,1,5,4,7,7,4,0,4,0,1,0.0
17055,4,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
17056,4,2,1,3,3,1,5,4,7,7,4,0,0,0,0,64.0
17082,2,2,1,3,3,1,5,4,7,7,4,0,0,0,0,14.0
17087,0,2,1,3,3,1,5,4,7,7,4,0,1,0,4,0.0
17088,7,2,1,3,3,1,5,4,7,7,4,0,0,0,1,475.0
17118,2,2,1,3,3,1,5,4,7,7,4,0,0,0,1,43.0
17131,2,2,1,3,3,1,5,4,7,7,4,0,0,0,1,0.0
17132,4,2,1,3,3,1,5,4,7,7,4,0,0,0,0,0.0
17133,2,1,1,0,1,2,3,4,2,3,6,0,0,5,1,38.0
17141,3,1,1,0,1,2,3,4,2,3,6,0,0,0,1,0.0
17142,1,1,1,0,1,2,3,4,2,3,6,0,1,0,4,0.0
17143,5,1,1,0,1,2,3,4,2,3,6,1,2,5,4,0.0
17144,0,1,1,0,1,2,3,4,2,3,6,0,0,0,0,34.0
17150,1,1,1,0,1,2,3,4,2,3,6,0,5,0,2,208.0
17158,1,1,1,0,1,2,3,4,2,3,6,1,0,0,1,0.0
