,RaceDesc,SAP,count_enroll,OverallJobAccess_quantileNum_4q,lowwagelaborforce_quantileNum_4q,Access30Transit_quantileNum_4q,Access30Transit_ts_quantileNum_4q,spatialmismatch_quantileNum_4q,Agency,Language,Age_bin
1900,0,1,1,3,2,3,3,0,3,0,4
1901,1,1,1,3,2,3,3,0,3,0,4
1902,2,0,1,3,2,3,3,0,1,0,4
1903,1,1,1,3,2,3,3,0,2,0,3
1904,0,1,1,3,2,3,3,0,0,0,4
1905,0,1,1,3,2,3,3,0,0,0,3
1906,1,0,1,3,2,3,3,0,0,5,1
1907,1,1,2,3,2,3,3,0,0,0,4
1908,1,1,1,3,2,3,3,0,2,0,4
1909,1,1,1,3,2,3,3,0,0,2,5
1910,6,1,1,3,2,3,3,0,2,0,1
1911,1,0,1,3,2,3,3,0,0,0,2
1912,1,1,1,3,2,3,3,0,3,0,3
1913,6,0,1,3,2,3,3,0,4,0,2
1914,0,1,1,3,2,3,3,0,2,0,2
1915,6,1,1,3,2,3,3,0,3,0,4
1916,1,1,1,3,2,3,3,0,0,0,5
1917,3,0,1,3,2,3,3,0,1,0,3
1918,0,0,1,3,2,3,3,0,1,0,2
1919,0,0,1,3,2,3,3,0,3,0,2
1920,1,0,1,3,2,3,3,0,1,0,5
1921,0,1,1,3,2,3,3,0,2,0,4
1922,5,0,1,3,2,3,3,0,3,0,2
1923,1,0,1,3,2,3,3,0,4,0,1
1924,0,0,1,3,2,3,3,0,1,0,2
1925,0,0,1,3,2,3,3,0,0,0,4
1926,0,0,1,3,2,3,3,0,1,0,1
1927,1,0,1,3,2,3,3,0,1,0,2
1928,4,0,1,3,2,3,3,0,0,0,1
1929,0,0,1,3,2,3,3,0,1,0,2
1930,0,0,1,3,2,3,3,0,0,0,2
1931,4,0,1,3,2,3,3,0,0,0,3
1932,0,0,1,3,2,3,3,0,1,0,2
1933,0,1,1,3,2,3,3,0,0,0,3
1934,4,1,1,3,2,3,3,0,0,0,5
1935,1,0,1,3,2,3,3,0,5,0,3
1936,5,0,1,3,2,3,3,0,3,0,2
1937,0,0,1,3,2,3,3,0,3,0,2
1938,1,1,1,3,2,3,3,0,2,0,2
1939,0,0,1,3,2,3,3,0,0,0,1
1940,0,0,1,3,2,3,3,0,0,0,3
1941,6,0,1,3,2,3,3,0,1,0,2
1942,0,1,1,3,2,3,3,0,3,0,2
1943,6,1,1,3,2,3,3,0,0,0,1
1944,6,1,1,3,2,3,3,0,2,0,0
1945,4,1,1,3,2,3,3,0,0,0,5
1946,1,0,1,3,2,3,3,0,1,0,1
1947,1,1,1,3,2,3,3,0,2,0,2
1948,6,0,1,3,2,3,3,0,1,0,1
1949,4,0,1,3,2,3,3,0,0,0,0
1950,0,0,1,3,2,3,3,0,0,0,2
1951,3,1,1,3,2,3,3,0,0,2,4
1952,1,0,1,3,2,3,3,0,0,0,2
1953,1,1,1,3,2,3,3,0,0,0,2
1954,0,0,1,3,2,3,3,0,1,0,0
1955,0,1,1,3,2,3,3,0,2,0,2
1956,5,1,1,3,2,3,3,0,2,0,0
1957,1,0,1,3,2,3,3,0,1,0,4
1958,0,0,1,3,2,3,3,0,0,0,3
1959,6,0,1,3,2,3,3,0,0,0,4
1960,0,0,1,3,2,3,3,0,0,0,4
1961,0,0,1,3,2,3,3,0,0,0,4
1962,0,0,1,3,2,3,3,0,0,0,1
1963,0,0,1,3,2,3,3,0,3,0,4
1964,2,0,1,3,2,3,3,0,0,0,0
1965,1,1,1,3,2,3,3,0,3,0,4
1966,0,0,1,3,2,3,3,0,3,0,2
1967,4,1,1,3,2,3,3,0,3,0,3
1968,0,0,1,3,2,3,3,0,3,0,5
1969,4,0,1,3,2,3,3,0,1,0,2
1970,4,1,1,3,2,3,3,0,2,0,3
1971,0,1,1,3,2,3,3,0,2,0,5
1972,1,0,1,3,2,3,3,0,0,0,2
1973,0,0,1,3,2,3,3,0,3,0,1
1974,0,0,1,3,2,3,3,0,1,0,2
1975,3,0,1,3,2,3,3,0,0,0,3
1976,4,0,1,3,2,3,3,0,1,0,2
1977,1,0,1,3,2,3,3,0,1,0,3
1978,1,1,1,3,2,3,3,0,2,0,0
1979,5,0,1,3,2,3,3,0,1,0,1
1980,1,0,1,3,2,3,3,0,1,0,1
1981,1,1,1,3,2,3,3,0,3,0,3
1982,4,0,1,3,2,3,3,0,1,0,1
1983,1,1,1,3,2,3,3,0,0,0,5
1984,0,0,1,3,2,3,3,0,1,0,2
1985,0,0,1,3,2,3,3,0,1,0,1
1986,1,1,1,3,2,3,3,0,2,0,4
1987,0,1,1,3,2,3,3,0,0,0,4
1988,0,0,1,3,2,3,3,0,1,0,2
1989,1,0,1,3,2,3,3,0,0,0,2
1990,6,0,1,3,2,3,3,0,0,0,2
1991,6,0,1,3,2,3,3,0,1,0,4
1992,4,1,1,3,2,3,3,0,3,0,4
1993,0,1,1,3,2,3,3,0,3,0,3
1994,0,0,1,3,2,3,3,0,1,0,3
1995,0,0,1,3,2,3,3,0,0,0,1
1996,5,0,1,3,2,3,3,0,4,0,2
1997,0,1,1,3,2,3,3,0,3,0,4
1998,5,0,1,3,2,3,3,0,5,0,4
1999,1,1,1,3,2,3,3,0,2,0,1
2000,1,1,1,3,2,3,3,0,3,0,3
2001,5,1,1,3,2,3,3,0,2,0,3
2002,5,0,1,3,2,3,3,0,5,5,1
2003,0,1,1,3,2,3,3,0,0,0,2
2004,1,1,1,3,2,3,3,0,0,0,3
2005,0,0,1,3,2,3,3,0,1,0,2
2006,1,0,1,3,2,3,3,0,4,5,4
2007,6,0,1,3,2,3,3,0,1,0,3
2008,6,0,1,3,2,3,3,0,1,0,4
2009,1,1,1,3,2,3,3,0,2,0,4
2010,0,0,1,3,2,3,3,0,1,0,2
2011,1,1,1,3,2,3,3,0,2,0,1
2012,5,1,1,3,2,3,3,0,2,0,4
2013,5,1,1,3,2,3,3,0,2,0,4
2014,1,1,1,3,2,3,3,0,0,0,4
2015,1,0,1,3,2,3,3,0,5,0,4
2016,1,1,1,3,2,3,3,0,0,5,3
2017,8,0,1,3,2,3,3,0,0,0,2
2018,0,1,1,3,2,3,3,0,3,0,3
2019,1,1,1,3,2,3,3,0,3,0,2
2020,0,1,1,3,2,3,3,0,0,0,5
2021,1,1,1,3,2,3,3,0,0,0,2
2022,0,1,1,3,2,3,3,0,3,0,4
2023,1,1,1,3,2,3,3,0,3,0,4
2024,0,0,1,3,2,3,3,0,1,0,1
2025,0,0,1,3,2,3,3,0,0,0,3
2026,0,0,1,3,2,3,3,0,1,0,1
2027,6,1,1,3,2,3,3,0,3,0,5
2028,1,0,1,3,2,3,3,0,0,0,1
2029,0,0,1,3,2,3,3,0,1,0,1
2030,0,0,1,3,2,3,3,0,1,0,2
2031,0,0,1,3,2,3,3,0,3,5,5
2032,4,0,1,3,2,3,3,0,0,0,4
2033,1,1,1,3,2,3,3,0,2,0,4
2034,1,0,1,3,2,3,3,0,1,0,1
2035,8,1,1,3,2,3,3,0,0,0,4
2036,4,0,1,3,2,3,3,0,0,0,4
2037,0,0,1,3,2,3,3,0,1,0,2
2038,1,0,1,3,2,3,3,0,1,0,1
2039,1,0,1,3,2,3,3,0,1,0,4
2040,0,0,1,3,2,3,3,0,1,0,1
2041,2,0,1,3,2,3,3,0,1,5,3
2042,1,1,1,1,3,1,1,3,3,0,2
2043,3,0,2,1,3,1,1,3,0,2,3
2044,2,0,1,1,3,1,1,3,4,1,3
2045,2,1,2,1,3,1,1,3,0,0,5
2046,3,0,1,1,3,1,1,3,0,2,2
2047,2,1,2,1,3,1,1,3,0,1,5
2048,2,1,2,1,3,1,1,3,0,1,5
2049,4,0,2,1,3,1,1,3,5,5,2
2050,2,0,1,1,3,1,1,3,0,0,4
2051,1,1,1,1,3,1,1,3,3,0,3
2052,0,0,1,1,3,1,1,3,0,0,4
2053,2,0,1,1,3,1,1,3,5,0,0
2054,2,0,1,1,3,1,1,3,0,1,4
2055,0,0,1,1,3,1,1,3,0,0,1
2056,1,1,1,1,3,1,1,3,0,5,5
2057,0,0,1,1,3,1,1,3,0,0,0
2058,2,1,1,1,3,1,1,3,2,5,4
2059,1,1,1,1,3,1,1,3,2,0,2
2060,2,1,1,1,3,1,1,3,0,1,5
2061,2,0,1,1,3,1,1,3,0,0,0
2062,2,1,1,1,3,1,1,3,0,1,5
2063,2,1,1,1,3,1,1,3,0,1,5
2064,2,1,1,1,3,1,1,3,0,5,5
2065,2,1,1,1,3,1,1,3,0,1,4
2066,2,0,1,1,3,1,1,3,0,0,4
2067,2,0,1,1,3,1,1,3,0,0,2
2068,1,0,1,1,3,1,1,3,1,0,3
2069,2,0,1,1,3,1,1,3,0,0,1
2070,3,0,1,1,3,1,1,3,1,0,2
2071,2,0,1,1,3,1,1,3,0,1,3
2072,0,1,2,3,2,1,0,1,3,0,2
2073,0,0,1,3,2,1,0,1,0,0,2
2074,3,0,1,3,2,1,0,1,0,0,2
2075,4,0,1,3,2,1,0,1,0,0,1
2076,1,0,1,3,2,1,0,1,1,0,2
2077,0,0,1,3,2,1,0,1,1,0,3
2078,0,1,3,3,0,2,2,0,0,0,3
2079,0,1,3,3,0,2,2,0,0,0,4
2080,4,0,2,3,0,2,2,0,0,0,1
2081,1,1,1,3,0,2,2,0,3,0,3
2082,1,0,1,3,0,2,2,0,2,0,2
2083,1,1,2,3,0,2,2,0,2,0,1
2084,1,1,2,3,0,2,2,0,2,0,2
2085,0,0,2,3,0,2,2,0,3,0,3
2086,0,0,2,3,0,2,2,0,0,0,2
2087,6,1,2,3,0,2,2,0,0,0,4
2088,5,0,1,3,0,2,2,0,1,0,3
2089,0,0,1,3,0,2,2,0,1,0,3
2090,0,0,1,3,0,2,2,0,0,0,4
2091,7,0,1,3,0,2,2,0,1,0,3
2092,0,0,1,3,0,2,2,0,3,0,4
2093,1,0,1,3,0,2,2,0,3,0,0
2094,0,1,1,3,0,2,2,0,2,0,3
2095,0,1,1,3,0,2,2,0,2,0,4
2096,0,0,2,3,0,2,2,0,3,0,4
2097,0,1,2,3,0,2,2,0,0,0,3
2098,0,0,2,3,0,2,2,0,1,0,1
2099,0,0,1,3,0,2,2,0,3,0,3
2100,1,0,2,3,0,2,2,0,3,0,4
2101,6,1,2,3,0,2,2,0,3,0,3
2102,1,1,2,3,0,2,2,0,3,0,4
2103,0,0,1,3,0,2,2,0,0,0,4
2104,0,0,1,3,0,2,2,0,0,0,2
2105,4,0,1,3,0,2,2,0,0,0,3
2106,5,0,1,3,0,2,2,0,3,0,2
2107,0,0,1,3,0,2,2,0,0,0,2
2108,1,0,1,3,0,2,2,0,0,5,3
2109,0,0,1,3,0,2,2,0,0,0,1
2110,0,0,1,3,0,2,2,0,1,0,1
2111,0,0,1,3,0,2,2,0,1,0,3
2112,0,1,1,3,0,2,2,0,2,0,0
2113,0,0,1,3,0,2,2,0,3,0,2
2114,0,0,1,3,0,2,2,0,0,0,2
2115,1,0,1,3,0,2,2,0,5,0,1
2116,4,0,1,3,0,2,2,0,0,5,1
2117,0,0,1,3,0,2,2,0,1,0,4
2118,0,0,1,3,0,2,2,0,1,0,2
2119,2,0,1,3,0,2,2,0,0,0,0
2120,5,0,1,3,0,2,2,0,3,0,2
2121,0,0,1,3,0,2,2,0,3,0,2
2122,3,0,1,3,0,2,2,0,3,0,2
2123,0,0,1,3,0,2,2,0,3,0,1
2124,1,0,1,3,0,2,2,0,3,0,3
2125,3,0,1,3,0,2,2,0,0,0,4
2126,4,0,1,3,0,2,2,0,2,0,1
2127,1,1,1,3,0,2,2,0,2,0,4
2128,0,1,1,3,0,2,2,0,2,0,3
2129,0,0,1,3,0,2,2,0,1,0,3
2130,4,1,1,3,0,2,2,0,0,0,3
2131,0,0,1,3,0,2,2,0,3,0,2
2132,3,0,1,3,0,2,2,0,1,0,1
2133,1,0,1,3,0,2,2,0,1,0,1
2134,0,0,1,3,0,2,2,0,1,0,3
2135,0,0,1,3,0,2,2,0,0,0,3
2136,0,0,1,3,0,2,2,0,1,0,3
2137,0,0,1,3,0,2,2,0,1,0,2
2138,0,1,1,3,0,2,2,0,3,0,3
2139,5,0,1,3,0,2,2,0,0,0,1
2140,0,0,1,3,0,2,2,0,3,0,2
2141,1,0,1,3,0,2,2,0,1,0,2
2142,0,1,1,3,0,2,2,0,2,0,2
2143,0,1,1,3,0,2,2,0,3,0,3
2144,4,0,1,3,0,2,2,0,0,0,3
2145,2,1,3,3,2,3,3,1,0,1,5
2146,1,0,2,3,2,3,3,1,0,0,3
2147,6,1,2,3,2,3,3,1,2,0,3
2148,2,1,3,3,2,3,3,1,0,1,5
2149,2,1,3,3,2,3,3,1,0,1,5
2150,2,1,2,3,2,3,3,1,0,1,5
2151,2,1,2,3,2,3,3,1,0,5,5
2152,2,1,2,3,2,3,3,1,0,5,5
2153,2,1,2,3,2,3,3,1,0,1,5
2154,1,1,2,3,2,3,3,1,3,0,3
2155,7,1,2,3,2,3,3,1,2,0,2
2156,2,1,2,3,2,3,3,1,0,1,5
2157,2,1,3,3,2,3,3,1,0,1,5
2158,0,0,2,3,2,3,3,1,3,0,0
2159,1,1,1,3,2,3,3,1,3,0,3
2160,2,1,2,3,2,3,3,1,0,5,5
2161,1,0,2,3,2,3,3,1,0,0,0
2162,2,1,2,3,2,3,3,1,0,5,5
2163,2,1,2,3,2,3,3,1,0,1,5
2164,6,0,2,3,2,3,3,1,0,0,3
2165,3,0,2,3,2,3,3,1,5,2,4
2166,3,0,2,3,2,3,3,1,0,2,3
2167,7,1,2,3,2,3,3,1,0,0,2
2168,0,1,2,3,2,3,3,1,2,0,2
2169,0,1,2,3,2,3,3,1,0,0,4
2170,2,0,1,3,2,3,3,1,0,0,0
2171,2,0,1,3,2,3,3,1,0,0,1
2172,0,0,1,3,2,3,3,1,3,0,1
2173,1,0,1,3,2,3,3,1,4,0,4
2174,3,1,2,3,2,3,3,1,2,0,3
2175,6,1,1,3,2,3,3,1,3,0,3
2176,3,0,1,3,2,3,3,1,5,2,4
2177,3,0,1,3,2,3,3,1,3,2,3
2178,3,0,1,3,2,3,3,1,5,2,4
2179,3,0,1,3,2,3,3,1,5,2,3
2180,0,0,2,3,2,3,3,1,4,0,1
2181,2,1,2,3,2,3,3,1,3,5,3
2182,0,1,1,3,2,3,3,1,3,0,1
2183,2,1,1,3,2,3,3,1,2,1,1
2184,0,0,1,3,2,3,3,1,0,0,1
2185,4,0,1,3,2,3,3,1,0,1,4
2186,2,0,1,3,2,3,3,1,0,1,4
2187,1,0,1,3,2,3,3,1,1,0,3
2188,4,0,1,3,2,3,3,1,0,0,2
2189,1,0,1,3,2,3,3,1,4,0,2
2190,7,0,2,3,2,3,3,1,0,0,3
2191,2,1,1,3,2,3,3,1,0,1,5
2192,3,0,1,3,2,3,3,1,5,2,5
2193,2,1,2,3,2,3,3,1,0,1,5
2194,2,1,2,3,2,3,3,1,0,5,5
2195,2,1,2,3,2,3,3,1,0,1,5
2196,2,1,2,3,2,3,3,1,0,1,5
2197,2,1,2,3,2,3,3,1,3,1,5
2198,2,1,2,3,2,3,3,1,0,1,5
2199,2,1,2,3,2,3,3,1,0,1,5
2200,2,1,2,3,2,3,3,1,3,1,5
2201,2,1,2,3,2,3,3,1,0,1,5
2202,2,0,2,3,2,3,3,1,5,1,5
2203,2,1,2,3,2,3,3,1,0,1,5
2204,2,1,2,3,2,3,3,1,0,1,5
2205,2,1,2,3,2,3,3,1,0,1,5
2206,1,0,1,3,2,3,3,1,1,0,2
2207,4,1,1,3,2,3,3,1,3,0,3
2208,1,0,1,3,2,3,3,1,3,0,2
2209,1,0,1,3,2,3,3,1,1,0,1
2210,1,0,1,3,2,3,3,1,0,0,1
2211,3,0,1,3,2,3,3,1,5,2,3
2212,3,0,1,3,2,3,3,1,5,2,3
2213,1,1,1,3,2,3,3,1,2,0,3
2214,0,0,1,3,2,3,3,1,3,0,2
2215,2,1,1,3,2,3,3,1,0,0,5
2216,0,0,1,3,2,3,3,1,0,0,2
2217,5,1,1,3,2,3,3,1,0,0,4
2218,2,1,2,3,2,3,3,1,0,5,5
2219,2,1,2,3,2,3,3,1,0,0,5
2220,2,1,2,3,2,3,3,1,0,0,5
2221,2,1,2,3,2,3,3,1,0,1,5
2222,2,1,2,3,2,3,3,1,0,1,4
2223,2,1,2,3,2,3,3,1,0,5,5
2224,2,1,2,3,2,3,3,1,0,1,5
2225,2,1,2,3,2,3,3,1,2,1,5
2226,2,1,2,3,2,3,3,1,0,1,5
2227,2,1,2,3,2,3,3,1,0,5,5
2228,2,1,2,3,2,3,3,1,0,1,5
2229,2,1,2,3,2,3,3,1,3,0,5
2230,2,1,2,3,2,3,3,1,0,1,5
2231,2,1,2,3,2,3,3,1,0,1,5
2232,1,1,2,3,2,3,3,1,3,0,5
2233,2,1,2,3,2,3,3,1,0,1,5
2234,2,1,2,3,2,3,3,1,0,1,5
2235,2,1,2,3,2,3,3,1,0,1,5
2236,2,1,2,3,2,3,3,1,0,1,5
2237,2,1,2,3,2,3,3,1,0,1,5
2238,2,1,2,3,2,3,3,1,0,1,5
2239,2,1,2,3,2,3,3,1,0,1,5
2240,2,1,2,3,2,3,3,1,0,1,5
2241,2,1,2,3,2,3,3,1,0,1,5
2242,2,1,2,3,2,3,3,1,0,1,5
2243,2,1,2,3,2,3,3,1,0,1,5
2244,2,1,2,3,2,3,3,1,0,1,5
2245,2,1,2,3,2,3,3,1,0,1,5
2246,0,1,2,3,2,3,3,1,0,0,2
2247,2,1,2,3,2,3,3,1,2,1,5
2248,2,1,2,3,2,3,3,1,0,1,5
2249,2,1,2,3,2,3,3,1,0,1,5
2250,2,1,2,3,2,3,3,1,0,1,5
2251,2,1,2,3,2,3,3,1,0,5,5
2252,4,0,1,3,2,3,3,1,0,0,2
2253,0,0,1,3,2,3,3,1,0,0,4
2254,1,1,1,3,2,3,3,1,3,0,0
2255,0,1,1,3,2,3,3,1,2,0,0
2256,0,0,1,3,2,3,3,1,0,0,2
2257,3,0,1,3,2,3,3,1,5,2,4
2258,0,0,1,3,2,3,3,1,1,0,3
2259,2,1,2,3,2,3,3,1,0,5,5
2260,0,0,2,3,2,3,3,1,3,0,3
2261,1,1,2,3,2,3,3,1,0,0,5
2262,4,0,2,3,2,3,3,1,3,0,3
2263,1,1,2,3,2,3,3,1,2,0,2
2264,0,0,1,3,2,3,3,1,3,0,1
2265,1,0,1,3,2,3,3,1,3,0,5
2266,2,0,2,3,2,3,3,1,0,1,4
2267,1,1,1,3,2,3,3,1,0,5,1
2268,5,1,1,3,2,3,3,1,3,0,4
2269,3,0,2,3,2,3,3,1,3,0,3
2270,0,0,1,3,2,3,3,1,4,0,3
2271,1,0,1,3,2,3,3,1,0,0,2
2272,1,0,1,3,2,3,3,1,1,0,3
2273,0,0,1,3,2,3,3,1,4,0,2
2274,0,0,1,3,2,3,3,1,4,0,4
2275,3,0,1,3,2,3,3,1,4,2,3
2276,3,0,2,3,2,3,3,1,0,2,3
2277,2,1,2,3,2,3,3,1,0,1,5
2278,6,0,1,3,2,3,3,1,0,0,3
2279,4,0,1,3,2,3,3,1,4,5,4
2280,0,0,1,3,2,3,3,1,4,0,1
2281,1,0,1,3,2,3,3,1,1,0,3
2282,2,1,1,3,2,3,3,1,0,1,5
2283,2,1,1,3,2,3,3,1,0,5,5
2284,0,1,1,3,2,3,3,1,2,0,0
2285,2,1,1,3,2,3,3,1,2,1,5
2286,2,1,1,3,2,3,3,1,0,1,5
2287,2,1,1,3,2,3,3,1,0,1,5
2288,2,1,1,3,2,3,3,1,2,1,5
2289,0,0,1,3,2,3,3,1,3,0,1
2290,0,0,1,3,2,3,3,1,3,0,1
2291,2,1,1,3,2,3,3,1,0,1,5
2292,0,0,1,3,2,3,3,1,0,0,2
2293,2,1,1,3,2,3,3,1,0,1,5
2294,4,0,1,3,2,3,3,1,0,0,0
2295,2,1,1,3,2,3,3,1,0,0,5
2296,3,0,1,3,2,3,3,1,4,2,1
2297,1,1,1,3,2,3,3,1,0,0,3
2298,1,1,1,3,2,3,3,1,0,0,3
2299,0,0,1,3,2,3,3,1,0,0,3
2300,0,0,1,3,2,3,3,1,4,0,2
2301,0,0,1,3,2,3,3,1,1,0,2
2302,5,0,1,3,2,3,3,1,3,0,1
2303,3,0,1,3,2,3,3,1,5,2,2
2304,3,0,1,3,2,3,3,1,5,2,4
2305,7,0,1,3,2,3,3,1,3,0,1
2306,2,1,1,3,2,3,3,1,0,1,4
2307,6,1,1,3,2,3,3,1,2,0,0
2308,4,0,1,3,2,3,3,1,5,0,0
2309,4,0,1,3,2,3,3,1,5,0,2
2310,0,0,1,3,2,3,3,1,0,0,1
2311,2,1,1,3,2,3,3,1,0,1,5
2312,1,1,1,3,2,3,3,1,2,0,5
2313,0,0,1,3,2,3,3,1,0,0,2
2314,1,0,1,3,2,3,3,1,1,0,2
2315,4,0,1,3,2,3,3,1,0,0,1
2316,2,1,1,3,2,3,3,1,0,5,4
2317,0,0,1,3,2,3,3,1,0,0,4
2318,1,0,1,3,2,3,3,1,0,5,5
2319,1,0,1,3,2,3,3,1,0,0,5
2320,2,0,1,3,2,3,3,1,0,1,3
2321,4,1,1,3,2,3,3,1,2,0,5
2322,3,0,1,3,2,3,3,1,0,2,1
2323,0,0,1,3,2,3,3,1,3,0,2
2324,8,0,1,3,2,3,3,1,3,0,3
2325,1,0,1,3,2,3,3,1,3,0,1
2326,1,1,1,3,2,3,3,1,2,0,0
2327,2,1,1,3,2,3,3,1,0,1,5
2328,1,1,1,3,2,3,3,1,2,0,0
2329,5,0,1,3,2,3,3,1,0,0,1
2330,2,0,1,3,2,3,3,1,0,5,5
2331,0,0,1,3,2,3,3,1,0,0,1
2332,0,0,1,3,2,3,3,1,0,0,1
2333,1,0,1,3,2,3,3,1,1,0,2
2334,3,0,1,3,2,3,3,1,0,2,4
2335,2,1,1,3,2,3,3,1,0,1,5
2336,0,0,1,3,2,3,3,1,1,0,3
2337,1,0,1,3,2,3,3,1,3,0,3
2338,5,1,1,3,2,3,3,1,0,0,3
2339,2,1,1,3,2,3,3,1,0,1,5
2340,4,1,1,3,2,3,3,1,0,0,3
2341,3,0,1,3,2,3,3,1,0,2,1
2342,3,0,1,3,2,3,3,1,0,2,4
2343,3,0,1,3,2,3,3,1,0,0,0
2344,4,1,1,3,2,3,3,1,2,5,4
2345,2,1,1,3,2,3,3,1,0,1,5
2346,2,1,1,3,2,3,3,1,0,1,5
2347,0,0,1,3,2,3,3,1,3,0,0
2348,2,1,1,3,2,3,3,1,0,5,5
2349,1,0,1,3,2,3,3,1,3,0,0
2350,5,1,1,3,2,3,3,1,0,3,0
2351,5,1,1,3,2,3,3,1,0,3,0
2352,5,1,1,3,2,3,3,1,0,3,0
2353,1,1,1,3,2,3,3,1,3,0,3
2354,5,1,1,3,2,3,3,1,0,3,0
2355,0,0,1,3,2,3,3,1,3,0,1
2356,2,1,1,3,2,3,3,1,0,1,5
2357,2,1,1,3,2,3,3,1,0,5,5
2358,2,1,1,3,2,3,3,1,0,5,5
2359,2,1,1,3,2,3,3,1,0,5,5
2360,1,0,1,3,2,3,3,1,5,0,2
2361,2,1,1,3,2,3,3,1,0,5,5
2362,2,1,1,3,2,3,3,1,2,1,5
2363,2,1,1,3,2,3,3,1,0,1,5
2364,2,0,1,3,2,3,3,1,1,1,5
2365,2,0,1,3,2,3,3,1,1,1,5
2366,3,0,1,3,2,3,3,1,4,5,5
2367,2,1,1,3,2,3,3,1,0,1,5
2368,2,1,1,3,2,3,3,1,0,1,5
2369,2,1,1,3,2,3,3,1,0,1,5
2370,1,0,1,3,2,3,3,1,0,0,3
2371,2,1,1,3,2,3,3,1,0,1,4
2372,2,1,1,3,2,3,3,1,0,5,5
2373,2,1,1,3,2,3,3,1,0,1,5
2374,2,1,1,3,2,3,3,1,0,1,5
2375,3,0,1,3,2,3,3,1,5,2,5
2376,3,0,1,3,2,3,3,1,5,2,4
2377,3,0,1,3,2,3,3,1,5,2,2
2378,3,0,1,3,2,3,3,1,5,2,5
2379,3,0,1,3,2,3,3,1,5,2,3
2380,3,0,1,3,2,3,3,1,5,2,4
2381,3,0,1,3,2,3,3,1,5,2,4
2382,3,0,1,3,2,3,3,1,5,2,3
2383,2,1,1,3,2,3,3,1,2,1,5
2384,3,0,1,3,2,3,3,1,4,0,1
2385,1,1,1,3,2,3,3,1,0,0,3
2386,1,1,1,3,2,3,3,1,0,5,3
2387,1,1,1,3,2,3,3,1,0,0,4
2388,4,0,1,3,2,3,3,1,0,0,0
2389,1,1,1,3,2,3,3,1,0,5,1
2390,1,0,1,3,2,3,3,1,2,0,2
2391,2,0,1,3,2,3,3,1,0,5,4
2392,0,0,1,3,2,3,3,1,0,0,3
2393,1,0,1,3,2,3,3,1,3,0,2
2394,0,0,1,3,2,3,3,1,3,0,2
2395,0,0,1,3,2,3,3,1,0,0,2
2396,3,0,1,3,2,3,3,1,5,2,5
2397,4,0,1,3,2,3,3,1,0,0,1
2398,0,0,1,3,2,3,3,1,4,0,1
2399,3,0,1,3,2,3,3,1,5,2,1
2400,1,1,1,3,2,3,3,1,2,0,2
2401,2,1,1,3,2,3,3,1,0,1,5
2402,3,0,1,3,2,3,3,1,5,2,2
2403,0,1,1,3,2,3,3,1,0,0,2
2404,2,1,1,3,2,3,3,1,4,1,0
2405,2,1,1,3,2,3,3,1,4,1,0
2406,0,0,1,3,2,3,3,1,0,0,1
2407,5,0,1,3,2,3,3,1,0,0,0
2408,6,0,1,3,2,3,3,1,0,0,1
2409,3,0,1,3,2,3,3,1,5,2,4
2410,3,0,1,3,2,3,3,1,5,2,3
2411,2,1,1,3,2,3,3,1,0,1,5
2412,3,0,1,3,2,3,3,1,5,0,3
2413,0,1,1,3,2,3,3,1,3,0,1
2414,6,1,1,3,2,3,3,1,3,0,3
2415,1,1,1,3,2,3,3,1,4,0,0
2416,1,1,1,3,2,3,3,1,4,0,0
2417,1,1,1,3,2,3,3,1,4,0,0
2418,6,0,1,3,2,3,3,1,0,0,2
2419,1,0,1,3,2,3,3,1,3,0,0
2420,2,1,1,3,2,3,3,1,0,1,5
2421,0,0,1,3,2,3,3,1,1,0,3
2422,3,0,1,3,2,3,3,1,5,2,5
2423,0,0,1,3,2,3,3,1,4,0,2
2424,1,0,1,3,2,3,3,1,4,0,2
2425,6,0,1,3,2,3,3,1,4,0,2
2426,3,0,1,3,2,3,3,1,5,2,2
2427,2,1,1,3,2,3,3,1,0,1,5
2428,0,1,1,3,2,3,3,1,2,0,1
2429,4,0,1,3,2,3,3,1,0,0,3
2430,0,0,1,3,2,3,3,1,4,0,0
2431,0,1,3,2,0,3,3,0,0,0,4
2432,1,1,2,2,0,3,3,0,3,0,4
2433,4,1,2,2,0,3,3,0,3,0,4
2434,1,1,2,2,0,3,3,0,0,0,4
2435,7,0,1,2,0,3,3,0,1,0,4
2436,0,1,1,2,0,3,3,0,0,0,4
2437,1,0,1,2,0,3,3,0,4,0,0
2438,1,0,1,2,0,3,3,0,4,0,4
2439,0,0,1,2,0,3,3,0,0,0,0
2440,1,1,1,2,0,3,3,0,0,0,4
2441,1,1,1,2,0,3,3,0,0,0,5
2442,1,0,1,2,0,3,3,0,0,0,0
2443,0,0,1,2,0,3,3,0,0,0,4
2444,0,0,1,2,0,3,3,0,0,0,1
2445,1,1,3,1,1,2,3,1,2,0,2
2446,1,1,2,1,1,2,3,1,0,0,1
2447,0,0,2,1,1,2,3,1,0,0,3
2448,0,0,3,1,1,2,3,1,1,0,4
2449,0,1,2,1,1,2,3,1,3,0,2
2450,3,1,2,1,1,2,3,1,0,0,4
2451,5,0,2,1,1,2,3,1,0,0,1
2452,7,0,1,1,1,2,3,1,0,0,2
2453,0,0,1,1,1,2,3,1,0,0,4
2454,1,0,2,1,1,2,3,1,0,0,2
